,All people aged 16 to 74 in employment,"1. Managers, directors and senior officials",2. Professional occupations,3. Associate professional and technical occupations,4. Administrative and secretarial occupations,5. Skilled trades occupations,"6. Caring, leisure and other service occupations",7. Sales and customer service occupations,"8. Process, plant and machine operatives",9. Elementary occupations
S01000525,519,38,64,47,54,119,60,22,45,70
S01000526,580,43,90,60,45,149,47,28,47,71
S01000527,358,41,33,45,37,77,28,16,35,46
S01000528,477,48,75,42,47,105,52,27,37,44
S01000529,425,38,62,40,38,118,46,15,35,33
S01000530,240,29,25,20,17,62,22,6,22,37
S01000531,322,23,39,29,32,68,26,28,39,38
S01000532,340,31,52,24,19,57,44,24,31,58
S01000533,333,15,34,42,34,77,28,16,35,52
S01000534,349,23,12,25,12,74,77,23,39,64
S01000535,504,22,28,41,40,112,68,45,64,84
S01000536,231,24,19,23,16,60,24,11,29,25
S01000537,544,45,62,54,52,150,48,31,55,47
S01000538,356,15,23,31,29,75,70,24,44,45
S01000539,437,35,57,52,32,78,65,27,41,50
S01000540,370,23,33,37,33,79,51,26,36,52
S01000541,302,17,35,44,20,43,54,24,28,37
S01000542,299,14,23,14,22,62,62,25,37,40
S01000543,418,22,35,45,41,99,52,24,44,56
S01000544,310,22,36,37,25,88,36,16,26,24
S01000545,392,28,35,31,35,90,49,27,52,45
S01000546,402,22,33,40,40,89,59,18,45,56
S01000547,246,11,33,35,21,54,20,28,27,17
S01000548,499,39,59,58,34,104,72,33,50,50
S01000549,606,51,71,75,67,108,47,58,74,55
S01000550,246,19,31,32,25,51,22,24,20,22
S01000551,386,33,45,33,29,81,34,24,55,52
S01000552,284,26,32,26,33,68,21,19,31,28
S01000553,454,19,45,48,40,96,52,38,55,61
S01000554,334,11,18,27,22,65,37,33,52,69
S01000555,401,19,29,37,26,70,62,32,58,68
S01000556,394,19,14,29,24,98,37,36,60,77
S01000557,473,28,45,36,44,104,41,41,64,70
S01000558,257,30,46,25,19,44,16,17,32,28
S01000559,310,17,19,28,24,57,25,25,51,64
S01000560,539,17,25,44,31,98,52,39,116,117
S01000561,455,17,46,52,41,81,39,37,67,75
S01000562,355,10,23,39,13,73,32,36,59,70
S01000563,595,15,36,31,19,116,41,25,138,174
S01000564,407,5,14,23,14,80,30,22,86,133
S01000565,369,38,25,42,34,84,33,24,43,46
S01000566,382,17,30,23,19,82,32,32,66,81
S01000567,376,32,16,26,30,75,41,18,64,74
S01000568,254,18,21,22,28,57,24,26,26,32
S01000569,329,35,78,44,40,34,22,27,27,22
S01000570,392,30,89,54,45,51,37,36,22,28
S01000571,328,22,60,58,37,41,35,30,20,25
S01000572,348,26,67,51,50,42,28,37,21,26
S01000573,272,25,59,39,37,28,25,23,20,16
S01000574,280,27,68,43,32,27,23,24,14,22
S01000575,289,30,66,42,37,32,25,22,13,22
S01000576,257,23,36,43,43,29,24,18,14,27
S01000577,266,26,64,47,31,29,21,24,10,14
S01000578,293,32,59,44,44,35,21,20,20,18
S01000579,442,39,114,65,46,54,37,35,16,36
S01000580,503,69,170,80,58,37,26,25,15,23
S01000581,362,23,78,50,57,40,25,40,25,24
S01000582,338,21,36,42,41,56,43,25,34,40
S01000583,503,40,75,79,66,60,47,45,49,42
S01000584,396,28,41,38,40,62,49,40,43,55
S01000585,559,46,92,88,58,79,65,45,31,55
S01000586,358,17,50,52,44,61,32,32,33,37
S01000587,280,12,32,34,33,49,47,20,28,25
S01000588,260,12,56,45,28,38,24,23,15,19
S01000589,303,19,69,52,40,36,20,23,17,27
S01000590,384,41,94,62,41,65,19,20,21,21
S01000591,401,35,92,61,47,56,28,32,19,31
S01000592,388,35,70,63,43,39,44,27,25,42
S01000593,816,84,163,112,85,129,72,43,56,72
S01000594,662,80,145,112,70,85,51,44,40,35
S01000595,367,32,71,51,48,38,35,41,30,21
S01000596,399,39,71,65,61,40,33,29,22,39
S01000597,500,43,118,68,70,50,43,42,25,41
S01000598,738,92,181,121,84,72,53,41,58,36
S01000599,592,66,156,94,73,68,29,41,26,39
S01000600,384,39,64,41,46,72,35,26,31,30
S01000601,652,63,164,81,70,95,42,36,47,54
S01000602,391,37,80,37,45,70,33,21,33,35
S01000603,496,54,104,85,50,68,31,26,33,45
S01000604,488,51,95,74,60,59,41,35,45,28
S01000605,349,48,66,65,41,43,25,21,22,18
S01000606,337,20,27,40,37,51,50,23,26,63
S01000607,309,33,57,44,48,38,21,24,16,28
S01000608,577,39,41,65,45,104,65,43,80,95
S01000609,453,31,27,44,43,66,75,31,64,72
S01000610,367,41,28,43,29,62,41,31,31,61
S01000611,252,16,17,34,23,36,33,30,23,40
S01000612,485,24,55,56,63,79,44,41,52,71
S01000613,501,42,87,69,55,63,41,43,55,46
S01000614,367,17,62,45,35,62,33,32,39,42
S01000615,300,17,19,42,28,53,40,28,28,45
S01000616,793,87,88,140,65,134,52,56,70,101
S01000617,268,17,25,54,23,50,25,14,23,37
S01000618,346,19,29,53,29,67,40,27,31,51
S01000619,319,15,34,72,31,37,36,29,32,33
S01000620,452,26,33,45,34,88,44,39,49,94
S01000621,488,32,56,57,58,93,62,28,47,55
S01000622,315,12,23,44,31,58,34,33,35,45
S01000623,337,13,25,31,23,70,42,22,37,74
S01000624,301,19,22,25,21,50,35,24,42,63
S01000625,223,11,9,22,13,33,32,26,27,50
S01000626,297,12,18,17,29,47,28,36,42,68
S01000627,440,24,36,50,47,87,42,45,49,60
S01000628,220,18,15,24,13,35,24,26,21,44
S01000629,423,42,48,58,54,69,35,26,46,45
S01000630,321,24,36,37,40,56,28,22,45,33
S01000631,269,15,22,16,16,45,35,39,28,53
S01000632,291,31,29,30,29,57,38,21,25,31
S01000633,307,8,37,67,39,47,26,30,30,23
S01000634,333,14,23,42,28,66,40,37,39,44
S01000635,318,22,26,45,36,48,25,39,31,46
S01000636,290,18,63,31,26,73,21,11,20,27
S01000637,352,41,55,38,32,82,21,20,27,36
S01000638,254,34,52,27,22,39,22,13,19,26
S01000639,337,39,65,35,27,58,36,12,28,37
S01000640,352,40,50,47,38,60,31,15,35,36
S01000641,422,41,73,64,47,77,22,28,26,44
S01000642,453,53,79,67,41,72,36,28,31,46
S01000643,346,33,65,47,29,67,33,12,25,35
S01000644,331,22,51,52,39,50,37,27,20,33
S01000645,511,56,79,67,50,98,35,27,47,52
S01000646,374,43,48,56,32,54,34,36,33,38
S01000647,369,17,25,38,40,51,43,40,61,54
S01000648,409,16,26,39,39,78,43,31,57,80
S01000649,312,35,58,41,30,65,22,11,21,29
S01000650,343,16,31,24,31,51,40,29,62,59
S01000651,381,31,45,46,38,57,35,32,43,54
S01000652,350,25,49,39,28,57,32,33,39,48
S01000653,447,29,38,44,46,82,48,40,49,71
S01000654,451,29,31,40,54,65,50,48,56,78
S01000655,338,14,28,29,27,59,40,31,36,74
S01000656,391,19,37,42,28,84,33,34,49,65
S01000657,343,19,35,28,42,61,36,36,26,60
S01000658,281,20,16,26,20,52,20,33,40,54
S01000659,612,49,77,90,78,90,51,47,59,71
S01000660,446,49,68,73,71,51,29,45,31,29
S01000661,456,31,47,73,51,77,45,44,41,47
S01000662,389,42,67,34,46,83,24,19,39,35
S01000663,399,20,40,39,56,88,37,30,38,51
S01000664,423,27,57,46,41,92,41,29,38,52
S01000665,349,27,39,41,40,67,33,28,35,39
S01000666,241,34,45,26,22,40,22,14,19,19
S01000667,487,46,69,54,49,92,46,31,53,47
S01000668,360,15,25,42,30,66,44,23,52,63
S01000669,390,31,64,52,33,58,42,26,40,44
S01000670,319,23,43,32,46,41,31,18,34,51
S01000671,248,22,62,35,20,28,19,20,22,20
S01000672,332,26,55,41,40,51,32,28,34,25
S01000673,342,25,69,50,37,44,37,27,19,34
S01000674,511,34,83,68,52,90,33,41,52,58
S01000675,333,36,74,46,34,47,23,22,24,27
S01000676,264,21,40,33,24,72,21,11,20,22
S01000677,431,37,41,37,39,83,51,32,43,68
S01000678,451,37,53,54,58,76,40,45,39,49
S01000679,372,24,31,38,31,64,36,38,47,63
S01000680,411,25,35,53,30,65,46,39,49,69
S01000681,438,32,46,44,46,81,54,34,35,66
S01000682,359,31,54,46,34,49,42,33,26,44
S01000683,275,18,25,49,34,44,30,21,26,28
S01000684,321,22,38,32,33,48,33,26,32,57
S01000685,393,33,79,45,29,49,43,24,38,53
S01000686,371,18,39,60,31,58,45,29,47,44
S01000687,365,19,28,37,32,56,41,44,36,72
S01000688,349,30,50,55,36,50,39,29,29,31
S01000689,324,31,55,29,34,78,26,13,24,34
S01000690,501,41,94,70,55,68,40,33,56,44
S01000691,379,31,30,49,42,68,48,26,34,51
S01000692,314,18,15,18,26,59,34,24,39,81
S01000693,393,20,21,25,36,86,41,27,60,77
S01000694,337,13,24,41,30,49,34,40,45,61
S01000695,387,26,53,35,32,76,31,31,49,54
S01000696,360,25,35,40,31,65,31,46,45,42
S01000697,438,45,94,69,52,66,29,19,34,30
S01000698,312,23,36,39,36,44,38,29,37,30
S01000699,270,22,27,33,13,36,35,23,43,38
S01000700,389,37,36,42,33,61,38,44,40,58
S01000701,444,52,81,59,52,67,37,28,38,30
S01000702,251,14,27,29,38,43,25,19,32,24
S01000703,366,27,37,39,44,53,35,28,49,54
S01000704,501,49,57,72,53,100,45,26,34,65
S01000705,541,59,104,77,48,73,52,30,52,46
S01000706,463,47,75,59,45,74,48,33,47,35
S01000707,338,41,57,49,27,57,27,15,32,33
S01000708,304,32,57,30,22,86,16,9,12,40
S01000709,389,51,84,41,35,58,26,17,32,45
S01000710,576,39,91,59,43,156,55,22,37,74
S01000711,239,21,41,16,15,81,13,6,9,37
S01000712,278,32,49,25,33,42,34,20,21,22
S01000713,362,23,24,26,54,70,33,33,38,61
S01000714,511,48,54,41,50,127,48,29,41,73
S01000715,260,29,16,28,35,47,36,19,14,36
S01000716,227,19,25,24,25,40,18,16,17,43
S01000717,365,23,17,30,33,74,49,34,38,67
S01000718,340,13,16,30,44,64,45,31,35,62
S01000719,273,29,59,27,36,47,27,8,23,17
S01000720,339,54,39,33,31,73,38,17,22,32
S01000721,340,41,41,28,19,96,26,11,31,47
S01000722,417,27,39,27,35,90,43,30,57,69
S01000723,217,24,19,17,23,67,21,6,20,20
S01000724,367,40,43,29,26,66,43,24,39,57
S01000725,310,49,48,29,28,55,25,11,23,42
S01000726,345,38,53,31,34,69,30,14,31,45
S01000727,244,10,18,17,14,62,32,29,17,45
S01000728,319,36,41,21,24,85,33,25,13,41
S01000729,188,17,16,16,15,38,28,21,10,27
S01000730,182,17,17,10,16,27,32,31,11,21
S01000731,225,11,13,17,14,45,40,29,19,37
S01000732,215,13,24,20,13,40,34,27,9,35
S01000733,283,43,20,27,20,47,26,31,29,40
S01000734,369,57,85,39,37,45,39,20,22,25
S01000735,184,16,23,26,24,27,25,17,15,11
S01000736,272,35,33,28,23,48,33,23,22,27
S01000737,183,16,21,17,13,34,30,15,8,29
S01000738,255,24,25,20,34,46,12,18,33,43
S01000739,363,43,34,35,50,80,24,18,33,46
S01000740,264,42,25,28,26,66,25,9,8,35
S01000741,313,36,63,49,29,40,39,17,20,20
S01000742,264,29,50,33,27,45,24,18,9,29
S01000743,365,45,60,38,38,45,40,29,26,44
S01000744,378,29,36,47,37,63,46,48,12,60
S01000745,335,24,33,52,40,51,33,43,15,44
S01000746,360,23,41,37,35,64,55,42,27,36
S01000747,250,18,17,21,23,40,41,36,22,32
S01000748,149,11,19,11,12,22,16,12,14,32
S01000749,200,17,9,17,21,26,36,29,13,32
S01000750,253,21,40,24,30,37,38,23,19,21
S01000751,340,46,74,58,43,40,20,17,20,22
S01000752,381,27,19,20,33,53,74,57,27,71
S01000753,281,17,35,48,35,56,29,20,15,26
S01000754,326,35,56,28,34,42,43,36,15,37
S01000755,380,42,42,28,30,75,41,14,47,61
S01000756,435,48,65,60,44,63,55,37,25,38
S01000757,322,35,42,42,27,52,57,15,12,40
S01000758,649,104,179,112,68,55,44,29,22,36
S01000759,391,38,44,37,29,52,62,40,37,52
S01000760,269,24,46,44,28,35,25,16,20,31
S01000761,259,31,54,32,31,40,24,7,22,18
S01000762,310,29,49,55,40,32,33,22,25,25
S01000763,373,66,61,53,42,65,22,14,17,33
S01000764,349,26,45,75,46,47,31,39,11,29
S01000765,408,26,47,172,31,22,38,28,12,32
S01000766,330,37,57,52,38,34,35,29,16,32
S01000767,249,14,22,29,19,37,31,27,20,50
S01000768,377,29,46,72,38,52,46,25,22,47
S01000769,388,24,38,65,45,62,59,36,21,38
S01000770,287,12,16,23,19,37,50,28,22,80
S01000771,435,48,99,71,47,52,42,21,25,30
S01000772,242,32,71,38,30,26,16,12,3,14
S01000773,362,36,64,60,41,49,46,24,10,32
S01000774,385,24,19,130,42,24,58,42,9,37
S01000775,247,51,76,27,29,17,18,9,10,10
S01000776,282,26,48,67,40,23,20,17,11,30
S01000777,131,2,3,62,6,13,22,12,3,8
S01000778,203,25,50,39,23,27,6,12,8,13
S01000779,384,55,53,82,55,28,42,25,13,31
S01000780,360,18,25,48,48,54,49,29,17,72
S01000781,354,64,113,51,46,17,24,15,10,14
S01000782,342,36,70,72,50,28,32,17,11,26
S01000783,204,36,33,31,20,24,19,9,11,21
S01000784,365,65,107,69,23,26,19,25,14,17
S01000785,289,43,55,40,26,28,38,12,21,26
S01000786,346,57,79,59,33,30,29,16,13,30
S01000787,243,43,28,39,13,61,15,6,12,26
S01000788,325,48,77,60,41,30,26,13,13,17
S01000789,373,35,68,38,33,67,36,21,29,46
S01000790,197,48,61,23,19,11,12,5,6,12
S01000791,295,16,43,22,38,48,39,13,28,48
S01000792,339,28,60,82,39,46,23,12,17,32
S01000793,354,33,63,28,40,61,49,17,23,40
S01000794,392,35,55,33,45,48,52,27,25,72
S01000795,503,42,92,48,76,76,54,20,42,53
S01000796,223,35,39,21,19,46,14,10,13,26
S01000797,231,13,19,28,26,31,34,14,15,51
S01000798,208,5,11,27,25,34,26,11,14,55
S01000799,"1,223",77,65,918,30,47,25,17,21,23
S01000800,431,64,73,58,29,78,31,22,27,49
S01000801,371,29,76,46,44,64,36,14,17,45
S01000802,344,41,56,36,43,64,30,18,33,23
S01000803,509,63,98,79,47,107,28,16,24,47
S01000804,506,65,65,81,33,80,47,22,26,87
S01000805,369,60,56,30,23,70,28,30,26,46
S01000806,349,45,72,33,28,79,23,18,27,24
S01000807,447,60,34,26,36,85,52,50,34,70
S01000808,397,70,58,52,32,69,30,16,33,37
S01000809,343,57,34,38,17,95,31,11,24,36
S01000810,368,52,60,33,35,62,31,28,27,40
S01000811,447,56,79,56,53,53,46,29,33,42
S01000812,633,66,82,67,63,87,65,60,65,78
S01000813,423,35,45,53,44,74,46,39,38,49
S01000814,406,21,26,23,25,70,54,67,32,88
S01000815,227,16,15,16,17,44,30,20,25,44
S01000816,319,39,38,34,18,56,28,31,33,42
S01000817,477,26,50,38,46,89,59,43,49,77
S01000818,542,82,103,66,41,82,36,44,18,70
S01000819,454,65,51,48,42,87,42,22,26,71
S01000820,302,51,39,25,21,60,35,10,20,41
S01000821,483,51,48,30,40,88,41,44,52,89
S01000822,279,23,29,24,26,48,31,32,26,40
S01000823,250,25,16,16,20,51,33,26,21,42
S01000824,367,36,64,44,39,61,41,22,28,32
S01000825,386,63,68,35,46,62,29,26,23,34
S01000826,318,24,22,24,32,64,35,42,33,42
S01000827,393,43,85,33,38,62,35,24,35,38
S01000828,457,59,70,56,42,84,45,32,32,37
S01000829,326,53,31,38,29,78,26,8,25,38
S01000830,432,68,44,42,28,107,47,15,30,51
S01000831,406,37,52,53,37,96,46,13,30,42
S01000832,490,63,65,45,41,103,42,34,34,63
S01000833,560,64,96,92,55,59,40,48,52,54
S01000834,440,24,49,44,39,52,64,51,57,60
S01000835,300,25,24,24,37,39,34,41,29,47
S01000836,233,10,9,14,13,18,41,34,44,50
S01000837,403,21,39,28,42,32,48,70,43,80
S01000838,304,18,33,31,46,30,34,43,31,38
S01000839,760,55,89,111,93,105,71,79,86,71
S01000840,242,8,9,19,16,25,33,29,31,72
S01000841,324,21,21,13,27,44,29,47,44,78
S01000842,422,41,70,56,44,67,28,37,40,39
S01000843,444,37,108,75,49,39,37,38,31,30
S01000844,431,28,53,49,54,65,58,40,33,51
S01000845,273,27,60,39,37,32,22,17,17,22
S01000846,253,13,19,12,18,32,42,31,32,54
S01000847,429,32,47,55,51,70,36,41,32,65
S01000848,292,22,45,38,42,35,31,26,22,31
S01000849,250,10,22,37,35,30,31,33,20,32
S01000850,271,20,25,32,28,37,33,30,28,38
S01000851,410,34,53,45,45,56,45,44,39,49
S01000852,325,27,24,31,37,55,45,32,40,34
S01000853,223,6,18,15,23,41,32,21,27,40
S01000854,365,26,25,32,28,44,58,53,42,57
S01000855,373,32,46,34,47,47,43,29,47,48
S01000856,251,16,12,32,22,30,34,21,48,36
S01000857,229,14,20,23,30,28,33,23,21,37
S01000858,528,44,72,77,75,71,51,52,49,37
S01000859,609,49,99,95,92,69,50,49,48,58
S01000860,367,9,25,28,29,44,49,54,51,78
S01000861,292,19,42,37,45,47,29,22,25,26
S01000862,278,17,39,37,44,46,30,23,25,17
S01000863,256,8,14,27,33,41,31,30,40,32
S01000864,604,52,113,94,73,61,48,55,48,60
S01000865,479,33,50,55,45,78,50,47,47,74
S01000866,367,18,23,36,25,42,42,40,65,76
S01000867,346,27,28,22,39,45,35,44,47,59
S01000868,258,12,12,16,23,41,38,31,35,50
S01000869,197,8,12,7,14,28,24,29,32,43
S01000870,360,9,25,32,26,42,51,49,48,78
S01000871,390,28,49,50,43,50,41,30,53,46
S01000872,365,41,62,46,25,54,33,37,27,40
S01000873,"1,409",143,196,212,158,187,94,123,131,165
S01000874,221,14,16,16,20,39,26,28,29,33
S01000875,760,82,188,124,67,82,66,46,41,64
S01000876,341,20,44,41,38,51,41,37,33,36
S01000877,298,24,35,23,29,34,30,33,27,63
S01000878,300,29,46,47,43,28,25,34,12,36
S01000879,408,63,130,57,44,35,26,18,13,22
S01000880,405,30,90,65,48,49,31,36,26,30
S01000881,265,22,20,29,22,39,33,33,31,36
S01000882,415,38,51,48,47,59,41,32,45,54
S01000883,426,37,73,51,40,60,35,37,37,56
S01000884,278,26,52,34,26,39,31,25,19,26
S01000885,249,28,65,38,19,24,24,26,13,12
S01000886,306,19,27,30,37,55,40,23,39,36
S01000887,347,36,62,38,33,47,29,36,31,35
S01000888,289,18,47,28,28,36,31,31,27,43
S01000889,325,16,50,42,34,48,39,30,29,37
S01000890,338,19,41,36,36,53,30,44,41,38
S01000891,350,46,93,32,32,43,33,21,13,37
S01000892,249,47,89,38,14,10,13,18,7,13
S01000893,287,44,109,35,27,21,20,14,9,8
S01000894,251,25,36,32,22,27,28,30,24,27
S01000895,457,47,85,60,57,55,36,47,35,35
S01000896,236,35,74,26,20,29,13,13,9,17
S01000897,265,28,36,12,16,84,25,11,20,33
S01000898,229,21,24,24,18,59,24,9,9,41
S01000899,303,28,20,21,13,56,44,18,34,69
S01000900,289,23,45,20,20,67,37,12,15,50
S01000901,238,16,28,10,22,61,30,12,19,40
S01000902,440,30,54,45,38,111,41,42,29,50
S01000903,389,36,38,22,32,106,55,15,28,57
S01000904,332,24,34,11,30,92,40,12,30,59
S01000905,327,26,44,36,24,83,34,19,12,49
S01000906,234,18,20,16,18,55,35,15,29,28
S01000907,285,37,24,27,17,55,32,22,28,43
S01000908,363,22,37,27,26,93,45,32,26,55
S01000909,470,55,54,27,43,118,36,27,32,78
S01000910,410,33,34,31,27,95,49,16,53,72
S01000911,461,49,72,55,51,83,41,27,35,48
S01000912,295,35,31,13,25,63,33,29,26,40
S01000913,264,35,29,20,30,45,23,16,20,46
S01000914,242,43,46,24,18,41,25,12,15,18
S01000915,391,51,56,32,31,89,27,25,25,55
S01000916,439,43,54,24,38,114,41,22,51,52
S01000917,326,33,38,23,21,84,34,20,31,42
S01000918,239,30,27,24,21,47,30,10,18,32
S01000919,265,20,32,21,18,61,28,18,19,48
S01000920,284,23,29,15,31,81,25,23,19,38
S01000921,284,22,22,17,22,63,34,18,37,49
S01000922,430,24,43,30,39,96,59,27,50,62
S01000923,410,25,30,32,27,68,55,53,54,66
S01000924,406,24,29,28,37,63,64,43,49,69
S01000925,477,34,55,40,44,94,53,43,53,61
S01000926,452,23,39,42,48,65,70,34,59,72
S01000927,360,24,22,22,33,47,48,39,54,71
S01000928,399,48,42,19,30,96,43,29,30,62
S01000929,167,6,6,8,10,26,30,26,16,39
S01000930,142,5,4,3,13,15,20,24,21,37
S01000931,301,19,14,7,19,46,53,52,44,47
S01000932,433,29,54,37,37,82,68,23,40,63
S01000933,488,33,55,49,63,70,63,49,43,63
S01000934,382,30,28,29,23,59,52,55,39,67
S01000935,363,27,36,31,37,67,49,31,36,49
S01000936,393,34,28,29,48,56,62,42,34,60
S01000937,228,25,24,23,13,44,30,15,23,31
S01000938,368,23,36,21,29,61,62,35,46,55
S01000939,318,19,26,28,34,54,36,37,36,48
S01000940,395,31,55,39,43,69,45,23,40,50
S01000941,183,14,11,16,18,23,27,23,11,40
S01000942,459,35,38,37,40,104,57,41,53,54
S01000943,345,32,57,36,35,58,42,27,28,30
S01000944,357,34,60,29,40,54,32,21,33,54
S01000945,349,24,45,18,39,71,44,37,44,27
S01000946,345,29,43,23,21,67,44,34,37,47
S01000947,292,21,26,23,30,52,42,26,34,38
S01000948,433,26,44,31,39,126,49,32,29,57
S01000949,252,23,48,32,31,36,32,10,18,22
S01000950,358,34,44,29,19,72,47,25,24,64
S01000951,396,30,38,30,35,90,50,20,45,58
S01000952,393,35,59,21,58,66,37,40,44,33
S01000953,381,29,70,59,41,50,39,27,31,35
S01000954,473,51,58,50,41,88,64,20,35,66
S01000955,308,33,31,30,32,52,19,39,42,30
S01000956,393,13,13,27,22,65,55,46,90,62
S01000957,254,21,37,24,23,57,23,15,16,38
S01000958,358,13,18,16,35,69,40,41,69,57
S01000959,395,25,37,42,53,69,25,44,52,48
S01000960,216,15,27,19,18,41,34,17,12,33
S01000961,396,34,50,43,45,64,36,33,47,44
S01000962,327,24,34,22,46,54,32,24,47,44
S01000963,313,14,18,22,22,38,32,46,65,56
S01000964,470,57,75,32,52,95,40,28,29,62
S01000965,259,8,16,13,12,39,37,19,71,44
S01000966,469,16,27,36,39,67,62,49,97,76
S01000967,267,21,15,24,17,46,24,25,47,48
S01000968,561,42,86,70,41,114,59,35,51,63
S01000969,382,26,36,43,42,52,42,28,63,50
S01000970,345,22,13,18,33,55,33,56,50,65
S01000971,302,14,23,12,25,47,37,31,54,59
S01000972,501,45,45,42,53,78,29,74,72,63
S01000973,317,25,23,19,36,52,32,41,47,42
S01000974,620,36,91,91,80,85,73,45,72,47
S01000975,327,30,57,47,32,65,25,25,20,26
S01000976,245,23,38,19,22,58,20,14,23,28
S01000977,469,47,33,29,52,84,44,52,67,61
S01000978,359,23,57,25,39,66,45,21,49,34
S01000979,333,28,52,26,34,64,42,22,37,28
S01000980,318,35,29,27,26,74,31,21,26,49
S01000981,384,42,38,32,36,95,22,39,37,43
S01000982,390,49,70,40,33,76,23,28,41,30
S01000983,240,14,23,24,27,68,29,12,17,26
S01000984,247,29,41,25,25,38,24,23,18,24
S01000985,322,25,27,21,29,67,47,22,42,42
S01000986,251,26,23,21,24,54,22,25,21,35
S01000987,332,31,56,36,35,58,38,21,28,29
S01000988,284,28,49,23,38,60,21,12,19,34
S01000989,463,40,79,45,48,104,44,25,27,51
S01000990,429,31,86,47,41,44,56,52,30,42
S01000991,238,22,31,21,21,51,24,22,19,27
S01000992,497,42,78,57,44,72,69,58,33,44
S01000993,434,46,60,46,52,62,46,39,40,43
S01000994,502,45,37,34,36,92,49,46,74,89
S01000995,484,39,106,77,65,47,34,43,42,31
S01000996,517,54,158,47,54,58,36,31,34,45
S01000997,456,32,89,58,71,62,45,41,24,34
S01000998,328,12,39,30,24,41,57,43,29,53
S01000999,367,18,75,32,55,52,41,24,32,38
S01001000,318,16,64,30,32,36,38,22,32,48
S01001001,302,30,50,31,23,70,26,15,17,40
S01001002,401,28,72,46,44,46,47,46,35,37
S01001003,457,35,81,49,60,51,56,46,40,39
S01001004,284,33,79,43,33,28,27,12,15,14
S01001005,399,41,116,48,33,34,32,36,17,42
S01001006,388,25,72,45,52,53,41,32,37,31
S01001007,424,27,38,36,43,44,76,48,43,69
S01001008,422,34,88,53,45,34,49,30,27,62
S01001009,309,20,63,38,38,40,29,16,27,38
S01001010,386,20,49,24,33,48,59,39,48,66
S01001011,307,23,32,22,30,90,27,21,23,39
S01001012,406,22,76,52,51,39,48,38,37,43
S01001013,359,26,68,49,31,50,45,26,22,42
S01001014,429,18,44,46,45,46,36,57,45,92
S01001015,217,13,39,22,15,29,30,19,22,28
S01001016,376,43,34,30,34,84,57,22,31,41
S01001017,373,20,32,37,30,45,51,57,37,64
S01001018,401,26,45,46,48,56,56,48,25,51
S01001019,416,12,22,17,33,55,64,61,55,97
S01001020,257,14,24,18,24,26,29,34,38,50
S01001021,496,57,89,60,49,53,58,41,31,58
S01001022,441,43,99,46,38,45,33,57,30,50
S01001023,491,37,67,40,43,122,51,28,48,55
S01001024,955,95,153,131,96,131,101,76,73,99
S01001025,625,52,90,94,77,97,63,56,46,50
S01001026,465,30,42,38,39,113,51,43,49,60
S01001027,409,25,59,30,60,58,56,33,36,52
S01001028,351,19,15,19,34,47,60,45,49,63
S01001029,289,11,12,16,24,41,42,42,30,71
S01001030,321,48,99,51,35,30,14,13,7,24
S01001031,427,25,23,29,47,49,69,49,46,90
S01001032,278,14,6,9,19,50,34,33,45,68
S01001033,283,15,11,12,18,42,44,43,47,51
S01001034,228,7,10,14,17,30,30,35,28,57
S01001035,218,9,9,8,16,43,31,36,27,39
S01001036,281,11,17,27,22,33,45,45,33,48
S01001037,336,15,21,28,25,40,44,45,49,69
S01001038,420,33,84,55,38,53,53,31,34,39
S01001039,287,41,56,30,25,50,20,16,19,30
S01001040,359,36,46,52,37,54,26,27,42,39
S01001041,340,34,68,39,26,49,40,22,24,38
S01001042,574,45,76,59,78,73,48,49,89,57
S01001043,394,26,51,45,54,49,45,41,49,34
S01001044,361,42,68,37,29,55,26,15,41,48
S01001045,328,19,35,28,49,54,27,28,39,49
S01001046,429,34,65,60,60,48,45,31,48,38
S01001047,337,32,57,26,29,62,36,24,32,39
S01001048,314,17,42,39,46,42,44,26,35,23
S01001049,297,9,18,16,29,45,32,37,44,67
S01001050,486,43,52,57,51,78,32,34,51,88
S01001051,263,9,21,14,25,38,36,32,37,51
S01001052,249,9,22,15,28,28,33,37,37,40
S01001053,352,43,59,37,34,62,21,24,36,36
S01001054,329,19,28,20,31,55,37,30,53,56
S01001055,360,31,41,32,37,44,38,36,45,56
S01001056,339,22,27,17,32,68,37,23,51,62
S01001057,315,26,34,26,22,75,29,26,30,47
S01001058,361,24,41,33,38,58,37,35,48,47
S01001059,315,20,24,24,33,46,38,37,48,45
S01001060,371,18,25,22,39,59,55,50,51,52
S01001061,379,23,30,23,38,75,48,18,50,74
S01001062,318,27,48,35,32,76,31,16,24,29
S01001063,403,35,73,37,28,72,39,23,47,49
S01001064,335,31,48,42,42,46,25,26,35,40
S01001065,367,24,37,39,51,56,44,20,41,55
S01001066,379,29,65,46,34,79,28,28,25,45
S01001067,396,42,49,27,36,117,26,18,34,47
S01001068,433,49,74,41,36,115,36,14,21,47
S01001069,438,52,74,42,47,61,41,29,45,47
S01001070,392,37,77,45,37,68,33,22,27,46
S01001071,325,23,39,32,31,76,32,18,33,41
S01001072,463,20,62,30,53,121,36,27,45,69
S01001073,526,42,85,46,44,106,61,44,49,49
S01001074,260,33,27,17,39,54,25,13,14,38
S01001075,382,23,39,34,39,61,55,30,46,55
S01001076,394,38,61,41,31,75,40,17,26,65
S01001077,400,45,58,44,45,64,35,26,33,50
