,All people aged 3 and over,Proficiency in spoken English: Speaks well or very well,Proficiency in spoken English: Does not speak well,Proficiency in spoken English: Does not speak at all,Gaelic: Can speak Gaelic,Scots: Can speak Scots,Language other than English used at home: English only,Language other than English used at home: Gaelic,Language other than English used at home: Scots,Language other than English used at home: British Sign Language,Language other than English used at home: Polish,Language other than English used at home: Other
S01005476,927,906,17,4,4,154,871,3,2,2,10,39
S01005477,842,825,14,3,2,298,784,-,14,3,4,37
S01005478,746,727,16,3,-,207,699,-,9,-,6,32
S01005479,576,573,3,-,1,182,556,1,11,-,-,8
S01005480,"1,248","1,230",13,5,3,257,"1,191",-,4,1,16,36
S01005481,659,650,9,-,2,202,633,-,5,-,5,16
S01005482,654,650,4,-,2,179,625,-,11,1,7,10
S01005483,911,890,17,4,1,250,861,-,4,3,13,30
S01005484,524,519,4,1,1,175,513,-,7,-,2,2
S01005485,818,807,10,1,3,347,780,1,7,-,13,17
S01005486,844,826,15,3,1,345,790,-,18,-,8,28
S01005487,719,689,27,3,3,239,659,2,6,1,21,30
S01005488,760,754,6,-,6,327,721,-,7,-,6,26
S01005489,942,936,6,-,6,307,896,-,11,2,7,26
S01005490,654,653,-,1,3,219,641,-,7,-,-,6
S01005491,812,802,7,3,5,226,788,-,4,1,2,17
S01005492,901,889,9,3,3,421,758,-,114,3,2,24
S01005493,680,674,5,1,2,314,529,2,131,1,-,17
S01005494,847,838,5,4,8,355,718,-,110,9,-,10
S01005495,743,735,8,-,3,393,559,-,171,2,-,11
S01005496,982,959,19,4,1,519,740,-,199,-,22,21
S01005497,876,866,9,1,3,379,728,2,112,-,1,33
S01005498,953,924,26,3,9,448,720,-,158,6,9,60
S01005499,639,632,7,-,1,269,556,-,57,1,5,20
S01005500,701,691,9,1,3,332,567,1,83,-,18,32
S01005501,"1,000",992,7,1,5,521,857,2,102,4,4,31
S01005502,824,807,14,3,7,400,678,-,108,5,10,23
S01005503,605,589,14,2,2,308,503,-,63,2,10,27
S01005504,624,614,9,1,1,300,515,-,77,2,7,23
S01005505,601,587,13,1,3,290,503,-,68,1,5,24
S01005506,853,828,22,3,8,389,698,-,93,2,16,44
S01005507,572,557,12,3,5,248,472,-,38,2,14,46
S01005508,673,649,22,2,7,303,566,-,73,-,4,30
S01005509,623,615,8,-,2,322,495,-,91,-,5,32
S01005510,684,678,5,1,5,343,576,-,97,1,-,10
S01005511,624,621,3,-,-,335,503,-,116,1,1,3
S01005512,676,669,6,1,1,300,539,-,116,-,-,21
S01005513,779,768,10,1,1,399,636,-,129,3,-,11
S01005514,598,587,10,1,4,306,446,-,140,-,-,12
S01005515,553,545,7,1,-,338,344,-,193,3,-,13
S01005516,539,524,14,1,4,300,394,1,124,-,6,14
S01005517,919,904,14,1,2,435,773,-,123,8,1,14
S01005518,"1,022","1,014",6,2,5,525,812,2,171,2,8,27
S01005519,621,613,8,-,-,323,461,-,149,1,-,10
S01005520,939,920,17,2,2,464,742,-,175,3,4,15
S01005521,675,665,10,-,1,305,541,-,127,-,-,7
S01005522,621,619,2,-,4,228,602,-,3,1,7,8
S01005523,774,762,11,1,-,267,742,-,3,1,4,24
S01005524,789,775,10,4,1,298,759,-,15,2,1,12
S01005525,638,625,9,4,4,246,606,2,9,2,1,18
S01005526,645,641,3,1,-,225,632,-,4,-,-,9
S01005527,474,467,5,2,3,216,464,-,6,-,4,-
S01005528,546,530,10,6,2,218,531,-,8,-,3,4
S01005529,918,912,6,-,-,334,900,-,8,-,-,10
S01005530,599,594,5,-,4,213,585,-,6,-,8,-
S01005531,540,537,3,-,5,159,531,-,4,-,-,5
S01005532,822,814,8,-,7,242,801,1,3,-,-,17
S01005533,699,696,3,-,2,237,687,-,1,-,4,7
S01005534,573,570,3,-,-,220,559,-,6,-,1,7
S01005535,823,816,6,1,5,321,808,-,9,1,-,5
S01005536,871,865,4,2,6,320,851,-,10,-,2,8
S01005537,715,711,4,-,1,270,695,-,4,-,2,14
S01005538,806,797,9,-,1,316,782,-,5,-,4,15
S01005539,842,840,2,-,6,344,807,2,12,-,-,21
S01005540,715,708,3,4,-,267,681,-,5,9,4,16
S01005541,616,612,4,-,4,257,601,2,8,1,2,2
S01005542,710,709,1,-,-,264,699,-,6,-,-,5
S01005543,762,754,7,1,2,300,742,-,8,-,-,12
S01005544,690,687,3,-,-,239,681,-,4,-,2,3
S01005545,"1,186","1,178",6,2,5,433,"1,152",1,15,1,-,17
S01005546,713,710,2,1,3,250,694,-,8,-,3,8
S01005547,967,955,8,4,10,298,913,1,11,-,9,33
S01005548,"1,323","1,305",17,1,2,315,"1,250",-,11,2,5,55
S01005549,"1,448","1,442",5,1,5,533,"1,416",-,9,1,3,19
S01005550,596,591,2,3,2,125,563,-,-,1,-,32
S01005551,832,828,3,1,5,202,809,2,6,-,-,15
S01005552,767,765,2,-,-,180,753,-,-,-,-,14
S01005553,790,789,1,-,3,181,766,-,6,2,-,16
S01005554,656,652,4,-,2,182,634,-,2,1,-,19
S01005555,840,838,1,1,1,158,820,-,4,-,-,16
S01005556,577,575,2,-,1,140,566,-,3,1,-,7
S01005557,677,673,3,1,-,272,662,-,3,1,5,6
S01005558,707,703,4,-,8,181,684,4,3,1,-,15
S01005559,602,593,7,2,-,249,589,-,1,2,6,4
S01005560,555,552,1,2,5,248,538,2,8,2,4,1
S01005561,839,836,3,-,3,290,815,1,12,-,1,10
S01005562,905,898,7,-,2,192,870,1,7,1,-,26
S01005563,732,726,5,1,4,296,712,2,10,-,-,8
S01005564,820,812,7,1,3,167,795,1,6,1,4,13
S01005565,536,534,1,1,5,148,516,1,2,-,2,15
S01005566,488,484,4,-,2,186,478,1,7,1,-,1
S01005567,935,933,-,2,2,328,906,-,6,4,1,18
S01005568,533,527,6,-,-,215,524,-,2,2,-,5
S01005569,708,701,6,1,2,195,681,-,2,3,5,17
S01005570,737,735,2,-,2,245,723,-,-,-,-,14
S01005571,670,669,1,-,3,241,641,2,6,-,-,21
S01005572,779,776,3,-,6,186,765,-,1,-,2,11
S01005573,682,680,2,-,1,232,660,-,8,-,2,12
S01005574,823,818,4,1,1,281,805,-,7,-,-,11
S01005575,661,660,-,1,3,166,645,2,5,1,1,7
S01005576,759,757,2,-,5,234,738,-,11,2,-,8
S01005577,853,849,4,-,4,158,819,1,6,-,-,27
S01005578,915,905,8,2,2,357,892,1,6,3,4,9
S01005579,952,946,2,4,-,364,914,-,15,5,-,18
S01005580,647,641,6,-,4,150,626,2,2,-,-,17
S01005581,704,698,5,1,4,209,680,2,5,4,1,12
S01005582,802,792,10,-,1,179,782,-,-,-,-,20
S01005583,617,617,-,-,2,190,612,-,2,-,-,3
S01005584,548,544,3,1,1,145,519,-,6,-,-,23
S01005585,863,836,24,3,10,300,790,3,7,3,16,44
S01005586,801,792,8,1,2,243,749,-,7,-,9,36
S01005587,"1,025","1,019",6,-,4,347,"1,004",1,4,-,1,15
S01005588,647,644,3,-,1,222,633,-,1,1,2,10
S01005589,"1,292","1,271",18,3,10,396,"1,179",1,8,4,23,77
S01005590,748,729,18,1,3,309,699,1,9,4,15,20
S01005591,887,880,6,1,3,379,864,-,16,1,2,4
S01005592,416,407,7,2,2,156,400,-,3,-,4,9
S01005593,744,737,6,1,3,337,735,-,7,-,1,1
S01005594,939,929,10,-,7,320,886,-,5,5,18,25
S01005595,819,813,5,1,-,384,803,-,3,3,4,6
S01005596,478,470,7,1,-,202,465,-,10,-,1,2
S01005597,981,961,18,2,2,343,944,1,13,6,-,17
S01005598,"1,001",986,14,1,3,378,945,-,6,1,12,37
S01005599,604,596,8,-,-,230,584,-,6,1,3,10
S01005600,782,769,12,1,-,333,762,-,14,-,-,6
S01005601,662,657,5,-,-,229,653,-,3,2,-,4
S01005602,616,611,5,-,1,258,596,-,15,-,-,5
S01005603,736,724,12,-,2,298,718,-,4,4,7,3
S01005604,451,444,6,1,1,163,434,-,9,1,4,3
S01005605,874,863,10,1,7,303,854,-,4,2,6,8
S01005606,590,584,4,2,1,207,563,-,6,-,6,15
S01005607,611,606,4,1,2,246,594,1,5,2,2,7
S01005608,841,835,6,-,3,258,822,-,6,-,3,10
S01005609,816,806,8,2,-,284,770,-,1,1,3,41
S01005610,533,527,5,1,1,225,512,-,4,1,1,15
S01005611,662,655,7,-,3,319,651,-,7,1,3,-
S01005612,773,770,3,-,-,233,756,-,2,-,-,15
S01005613,743,738,5,-,3,267,728,1,6,-,-,8
S01005614,724,719,5,-,-,293,711,-,7,3,-,3
S01005615,914,909,4,1,3,323,886,-,13,2,9,4
S01005616,648,644,3,1,4,241,623,-,2,1,4,18
S01005617,764,756,8,-,2,324,738,-,7,1,5,13
S01005618,596,591,5,-,-,234,585,-,4,-,3,4
S01005619,531,530,1,-,2,134,520,-,-,-,1,10
S01005620,483,480,2,1,-,160,474,-,-,2,1,6
S01005621,648,642,5,1,1,211,616,-,2,1,1,28
S01005622,855,850,4,1,-,287,830,-,9,2,5,9
S01005623,713,702,11,-,3,240,694,1,3,1,-,14
S01005624,841,835,6,-,3,226,811,-,8,-,-,22
S01005625,841,838,3,-,4,248,825,-,4,2,1,9
S01005626,796,787,9,-,4,306,775,2,5,1,-,13
S01005627,606,604,2,-,1,194,585,-,11,-,-,10
S01005628,"1,094","1,084",9,1,7,464,"1,070",1,10,-,-,13
S01005629,761,757,2,2,5,208,735,-,12,-,-,14
S01005630,499,492,3,4,5,171,468,2,-,3,3,23
S01005631,684,681,3,-,1,264,656,-,18,-,-,10
S01005632,504,501,3,-,5,128,484,2,4,-,1,13
S01005633,736,729,6,1,-,244,726,-,1,1,-,8
S01005634,698,693,5,-,2,163,676,-,7,3,-,12
S01005635,808,804,4,-,7,224,783,2,5,-,1,17
S01005636,777,774,2,1,3,197,762,-,2,5,-,8
S01005637,"1,029","1,023",5,1,3,291,"1,001",-,10,3,3,12
S01005638,912,908,3,1,3,253,873,1,1,2,5,30
S01005639,689,688,1,-,-,334,672,-,13,-,-,4
S01005640,666,658,8,-,2,204,634,-,10,5,1,16
S01005641,"1,038","1,030",8,-,9,421,997,3,19,2,-,17
S01005642,793,788,5,-,7,166,765,2,-,4,-,22
S01005643,603,601,2,-,3,103,591,1,-,1,-,10
S01005644,622,620,2,-,4,124,610,-,1,-,-,11
S01005645,810,807,3,-,3,193,779,-,6,3,2,20
S01005646,695,686,9,-,6,172,653,-,5,3,2,32
S01005647,761,756,5,-,2,165,751,-,1,1,-,8
S01005648,917,896,21,-,3,308,902,-,6,2,2,5
S01005649,"1,000",990,9,1,9,267,968,-,4,-,2,26
S01005650,512,508,4,-,3,183,504,-,2,-,-,6
S01005651,719,712,7,-,-,250,701,-,7,2,-,9
S01005652,665,663,2,-,3,208,649,-,-,1,-,15
S01005653,796,793,3,-,2,253,764,-,2,-,5,25
S01005654,734,730,4,-,2,227,716,1,4,-,2,11
S01005655,"1,031","1,028",3,-,3,248,"1,014",-,3,-,-,14
S01005656,736,727,9,-,1,249,705,-,3,3,1,24
S01005657,535,534,1,-,-,148,526,-,5,-,1,3
S01005658,794,792,2,-,3,174,779,-,-,1,2,12
S01005659,887,886,-,1,1,237,881,-,2,-,-,4
S01005660,559,555,4,-,-,222,545,-,1,-,4,9
S01005661,586,583,3,-,2,170,573,-,4,-,-,9
S01005662,543,542,1,-,1,135,537,-,4,1,-,1
S01005663,625,623,2,-,3,153,616,-,-,-,6,3
S01005664,528,525,3,-,-,138,518,-,1,-,7,2
S01005665,451,451,-,-,-,112,443,-,1,-,-,7
S01005666,"1,271","1,261",8,2,1,393,"1,242",-,8,9,-,12
S01005667,730,722,6,2,-,250,712,-,3,4,-,11
S01005668,776,770,5,1,3,247,758,-,7,3,2,6
S01005669,495,490,5,-,-,194,477,-,3,1,2,12
S01005670,729,723,6,-,3,286,710,-,10,-,2,7
S01005671,499,495,3,1,6,179,467,4,11,-,-,17
S01005672,818,812,4,2,5,392,795,-,9,1,2,11
S01005673,642,634,7,1,5,193,624,-,10,-,2,6
S01005674,846,841,4,1,1,332,824,-,7,3,3,9
S01005675,913,902,11,-,7,370,882,-,11,5,-,15
S01005676,817,813,4,-,1,357,802,1,8,-,-,6
S01005677,810,803,6,1,2,213,791,-,3,-,1,15
S01005678,858,851,6,1,1,261,834,-,14,4,-,6
S01005679,"1,079","1,062",15,2,-,344,"1,045",-,9,4,4,17
S01005680,800,797,3,-,3,235,773,3,3,1,2,18
S01005681,969,964,4,1,8,291,920,1,12,1,2,33
S01005682,750,746,3,1,1,249,741,-,3,2,-,4
S01005683,777,762,13,2,4,337,733,-,13,1,2,28
S01005684,"1,128","1,113",13,2,6,465,"1,080",-,15,-,-,33
S01005685,850,835,15,-,3,205,738,-,9,-,9,94
S01005686,804,801,2,1,5,208,773,-,3,3,2,23
S01005687,707,703,4,-,4,234,691,-,5,1,-,10
S01005688,939,932,7,-,5,269,914,3,5,1,1,15
S01005689,491,489,2,-,5,150,480,-,3,3,4,1
S01005690,745,736,8,1,-,255,718,-,5,-,1,21
S01005691,661,660,1,-,2,174,652,1,6,-,-,2
S01005692,697,690,5,2,1,224,674,-,5,-,2,16
S01005693,"1,606","1,568",36,2,6,378,"1,569",3,8,1,-,25
S01005694,529,521,5,3,-,248,523,-,4,2,-,-
S01005695,509,505,3,1,-,189,502,-,4,-,-,3
S01005696,657,640,17,-,-,251,644,1,2,-,2,8
S01005697,620,614,6,-,-,262,611,-,4,-,2,3
S01005698,579,578,1,-,1,198,572,-,1,-,-,6
S01005699,814,807,5,2,2,253,784,-,14,7,-,9
S01005700,550,544,6,-,1,135,534,-,7,5,-,4
S01005701,727,722,5,-,3,282,712,-,4,-,-,11
S01005702,668,662,6,-,2,200,657,-,6,1,-,4
S01005703,568,567,1,-,1,148,552,-,3,-,-,13
S01005704,625,617,8,-,3,260,603,1,10,1,2,8
S01005705,890,883,5,2,2,281,852,-,14,1,-,23
S01005706,737,735,1,1,3,184,716,-,2,1,-,18
S01005707,532,528,2,2,2,164,506,1,5,3,4,13
S01005708,692,688,4,-,1,254,677,-,5,1,1,8
S01005709,755,750,5,-,2,321,739,-,11,-,-,5
S01005710,451,447,4,-,1,122,429,1,5,4,-,12
S01005711,920,919,1,-,2,236,895,-,9,-,-,16
S01005712,504,495,9,-,-,174,497,-,2,2,-,3
S01005713,566,558,7,1,-,136,544,-,4,5,2,11
S01005714,"1,207","1,204",3,-,5,413,"1,178",3,9,2,-,15
S01005715,708,703,3,2,1,251,695,-,4,2,-,7
S01005716,527,527,-,-,-,115,521,-,-,1,-,5
S01005717,467,464,3,-,-,149,456,-,5,-,-,6
S01005718,771,762,7,2,2,230,729,5,5,-,-,32
S01005719,476,474,2,-,2,109,462,-,5,-,-,9
S01005720,742,738,4,-,3,142,722,-,1,-,-,19
S01005721,713,708,3,2,3,265,689,-,11,1,-,12
S01005722,521,519,2,-,1,105,514,-,1,4,-,2
S01005723,733,723,10,-,4,239,707,-,7,2,-,17
S01005724,591,590,1,-,5,120,573,5,3,-,2,8
S01005725,729,722,6,1,2,260,712,-,8,-,-,9
S01005726,"1,035","1,024",3,8,2,299,"1,008",1,6,8,-,12
S01005727,"1,272","1,266",6,-,3,378,"1,232",-,5,2,4,29
S01005728,801,796,4,1,1,294,786,-,2,6,-,7
S01005729,562,557,5,-,1,226,545,-,8,3,-,6
S01005730,658,644,9,5,1,219,642,-,2,4,1,9
S01005731,766,759,6,1,1,256,737,-,8,-,-,21
S01005732,817,799,14,4,4,336,792,1,8,1,5,10
S01005733,750,746,4,-,1,173,726,-,8,3,4,9
S01005734,660,658,1,1,1,171,634,-,9,1,2,14
S01005735,700,696,4,-,5,179,687,3,-,1,-,9
S01005736,753,745,8,-,1,241,741,-,8,3,-,1
S01005737,709,705,4,-,2,262,690,1,9,-,-,9
S01005738,850,840,10,-,7,338,832,4,8,2,-,4
S01005739,913,908,4,1,8,294,879,1,15,2,-,16
S01005740,730,728,2,-,2,226,695,1,16,-,-,18
S01005741,"1,025","1,022",2,1,4,303,"1,010",-,3,2,-,10
S01005742,924,919,5,-,4,248,907,-,7,3,1,6
S01005743,"1,135","1,131",4,-,1,250,"1,108",-,2,1,-,24
S01005744,902,891,10,1,1,314,888,-,8,1,3,2
S01005745,"1,092","1,083",8,1,1,287,"1,071",-,4,2,4,11
S01005746,820,813,7,-,2,225,790,2,5,1,-,22
S01005747,789,786,3,-,4,241,783,-,4,-,-,2
S01005748,639,635,3,1,1,284,625,-,5,6,-,3
S01005749,730,727,3,-,4,217,716,-,4,3,-,7
S01005750,735,728,7,-,-,230,691,-,15,1,-,28
S01005751,719,718,1,-,5,272,703,3,7,-,-,6
S01005752,620,616,4,-,1,241,613,1,3,2,-,1
S01005753,653,650,3,-,1,264,637,-,9,3,-,4
S01005754,"1,005",993,10,2,3,269,977,-,3,1,2,22
S01005755,686,682,3,1,1,262,678,-,5,-,-,3
S01005756,806,802,4,-,1,288,801,-,-,-,1,4
S01005757,562,555,7,-,7,218,548,5,1,1,1,6
S01005758,778,775,3,-,-,237,770,-,-,3,1,4
S01005759,737,730,7,-,4,300,715,-,8,2,-,12
S01005760,597,592,4,1,1,168,582,-,6,-,-,9
S01005761,652,651,1,-,2,192,649,-,1,-,-,2
S01005762,637,629,8,-,2,251,634,-,3,-,-,-
S01005763,"2,383","2,354",26,3,3,543,"2,231",-,8,13,5,126
S01005764,566,560,4,2,1,150,552,-,4,1,2,7
S01005765,897,884,12,1,1,331,864,-,14,1,-,18
S01005766,645,640,5,-,1,184,620,-,1,-,-,24
S01005767,669,666,3,-,1,191,648,-,2,-,-,19
S01005768,813,806,7,-,-,275,793,-,7,-,4,9
S01005769,733,730,1,2,3,247,706,-,4,2,-,21
S01005770,579,569,8,2,-,202,559,-,10,-,-,10
S01005771,706,704,1,1,2,200,690,-,-,-,4,12
S01005772,684,682,2,-,4,207,676,3,-,-,1,4
S01005773,864,859,5,-,4,229,827,2,15,-,-,20
S01005774,651,647,4,-,1,242,630,-,2,1,2,16
S01005775,715,712,3,-,1,251,708,-,4,-,1,2
S01005776,676,676,-,-,6,209,663,-,6,-,-,7
S01005777,501,500,1,-,3,160,495,-,6,-,-,-
S01005778,633,628,4,1,2,218,618,-,6,2,2,5
S01005779,736,734,2,-,4,208,704,3,3,1,-,25
S01005780,"1,393","1,383",9,1,26,262,"1,307",16,9,3,-,58
S01005781,922,910,10,2,1,286,903,-,3,1,-,15
S01005782,792,787,5,-,4,315,780,3,7,1,-,1
S01005783,520,514,6,-,-,161,511,-,5,-,-,4
S01005784,701,694,6,1,10,156,675,9,3,6,-,8
S01005785,702,700,2,-,2,181,694,-,-,-,-,8
S01005786,564,561,3,-,8,161,550,7,3,2,1,1
S01005787,728,719,2,7,5,180,696,-,2,7,-,23
S01005788,519,517,1,1,2,179,512,-,-,1,-,6
S01005789,770,767,1,2,11,206,740,7,6,5,5,7
S01005790,481,476,5,-,8,158,466,4,3,3,2,3
S01005791,450,445,5,-,1,170,434,-,3,1,-,12
S01005792,796,787,8,1,3,248,772,5,1,5,-,13
S01005793,489,482,2,5,5,122,476,3,1,6,-,3
S01005794,910,906,3,1,-,273,897,-,1,-,-,12
S01005795,627,619,8,-,5,162,591,-,2,-,7,27
S01005796,"1,072","1,069",3,-,7,253,"1,043",1,3,1,-,24
S01005797,"1,013","1,004",9,-,2,281,986,-,1,3,3,20
S01005798,591,584,4,3,7,170,567,3,3,4,6,8
S01005799,666,663,3,-,4,213,645,-,3,-,1,17
S01005800,603,600,2,1,3,216,594,-,5,-,-,4
S01005801,632,624,7,1,3,154,613,2,2,1,7,7
S01005802,836,833,3,-,4,312,826,-,2,-,1,7
S01005803,757,747,9,1,5,250,723,1,15,12,-,6
S01005804,"3,666","3,634",30,2,12,823,"3,466",5,5,7,9,174
S01005805,587,582,4,1,-,159,565,-,5,1,-,16
S01005806,757,750,6,1,4,266,739,2,11,-,2,3
S01005807,783,777,4,2,1,234,767,-,2,3,-,11
S01005808,695,693,1,1,4,204,678,2,4,3,-,8
S01005809,654,647,4,3,1,182,630,-,2,3,-,19
S01005810,475,472,3,-,-,109,468,-,2,2,-,3
S01005811,508,507,1,-,4,137,499,1,-,-,-,8
S01005812,560,558,2,-,9,126,551,5,-,-,-,4
S01005813,766,762,3,1,1,180,741,-,3,4,-,18
S01005814,731,729,1,1,1,249,724,-,4,-,2,1
S01005815,997,981,15,1,9,274,982,3,3,2,-,7
S01005816,"1,018","1,016",2,-,11,271,996,5,1,5,3,8
S01005817,502,498,4,-,1,115,485,-,6,-,-,11
S01005818,747,739,7,1,-,173,691,-,-,-,1,55
S01005819,668,667,-,1,-,208,657,-,2,1,3,5
S01005820,636,630,6,-,5,174,621,-,2,-,-,13
S01005821,466,464,2,-,-,119,439,-,5,1,-,21
S01005822,779,774,5,-,5,215,765,-,1,7,2,4
S01005823,588,583,4,1,4,137,567,-,8,3,-,10
S01005824,667,663,4,-,2,132,653,-,-,2,-,12
S01005825,622,620,2,-,2,187,608,-,1,1,2,10
S01005826,869,864,5,-,3,194,831,2,7,1,-,28
S01005827,669,667,2,-,2,159,649,1,1,-,2,16
S01005828,727,718,9,-,2,199,688,-,3,6,-,30
S01005829,728,723,5,-,11,183,705,1,2,6,3,11
S01005830,834,832,2,-,11,194,815,1,-,3,4,11
S01005831,"1,103","1,101",2,-,1,270,"1,074",-,4,1,-,24
S01005832,701,696,4,1,2,224,671,-,2,2,4,22
S01005833,617,611,6,-,2,157,600,-,3,-,4,10
S01005834,587,584,3,-,2,143,568,-,2,2,-,15
S01005835,658,656,2,-,4,167,643,3,2,1,-,9
S01005836,638,636,2,-,7,124,616,5,3,-,-,14
S01005837,468,468,-,-,1,83,456,-,1,3,1,7
S01005838,671,669,1,1,1,296,646,-,7,2,6,10
S01005839,768,765,2,1,3,168,748,-,6,4,-,10
S01005840,801,797,3,1,5,216,777,2,8,-,2,12
S01005841,617,612,2,3,5,166,592,3,3,1,3,15
S01005842,495,488,7,-,3,136,473,2,6,1,3,10
S01005843,618,618,-,-,2,212,600,-,12,-,-,6
S01005844,687,682,2,3,5,169,666,-,-,4,9,8
S01005845,472,468,4,-,-,91,452,-,-,5,4,11
S01005846,847,842,5,-,6,237,813,-,5,4,1,24
S01005847,758,752,3,3,2,195,740,-,-,-,3,15
S01005848,527,517,4,6,6,172,512,1,9,-,-,5
S01005849,809,802,5,2,1,215,755,-,7,4,4,39
S01005850,751,747,3,1,1,309,739,-,8,-,-,4
S01005851,663,652,11,-,-,175,641,-,5,3,-,14
S01005852,484,481,3,-,3,114,465,1,1,1,2,14
S01005853,969,954,12,3,3,236,933,1,1,9,2,23
S01005854,757,755,2,-,-,259,743,-,1,1,6,6
S01005855,805,794,11,-,8,281,791,-,2,3,3,6
S01005856,713,710,3,-,8,214,686,3,4,2,2,16
S01005857,687,676,10,1,1,209,669,-,7,1,2,8
S01005858,653,652,-,1,1,201,629,-,5,-,4,15
S01005859,678,672,5,1,9,190,654,3,5,2,4,10
S01005860,719,715,3,1,-,203,701,-,2,-,-,16
S01005861,841,837,4,-,4,123,808,3,-,-,-,30
S01005862,747,739,6,2,3,177,717,-,7,-,6,17
S01005863,"1,524","1,512",12,-,10,374,"1,428",4,4,2,5,81
S01005864,853,848,5,-,2,201,830,-,2,-,6,15
S01005865,758,750,6,2,2,308,738,1,5,3,3,8
S01005866,790,782,6,2,4,150,760,-,7,-,-,23
S01005867,918,911,7,-,2,251,882,-,4,2,3,27
S01005868,700,696,3,1,3,152,679,-,-,6,-,15
S01005869,685,669,15,1,1,197,664,-,2,2,10,7
S01005870,682,680,1,1,4,156,672,1,1,2,-,6
S01005871,639,637,2,-,1,136,621,1,1,-,2,14
S01005872,734,731,3,-,6,152,717,4,-,1,-,12
S01005873,922,913,8,1,2,224,894,2,4,-,3,19
S01005874,772,751,20,1,5,273,731,3,4,1,13,20
S01005875,772,757,12,3,2,253,722,2,5,5,8,30
S01005876,835,824,10,1,3,159,792,-,2,-,-,41
S01005877,856,847,9,-,8,201,833,4,7,-,-,12
S01005878,537,536,1,-,4,118,524,-,2,-,-,11
S01005879,624,618,5,1,-,160,606,-,1,1,6,10
S01005880,715,706,7,2,-,228,681,-,1,10,-,23
S01005881,751,746,5,-,8,225,721,8,2,-,10,10
S01005882,"1,455","1,441",11,3,4,232,"1,384",-,8,3,-,60
S01005883,447,446,1,-,2,75,432,-,4,-,9,2
S01005884,707,705,2,-,4,179,685,-,2,1,2,17
S01005885,570,569,1,-,-,123,558,-,-,-,-,12
S01005886,673,665,8,-,3,146,644,-,2,1,9,17
S01005887,477,475,2,-,3,145,467,-,3,1,5,1
S01005888,597,594,2,1,5,247,578,-,1,2,-,16
S01005889,849,847,2,-,3,225,817,1,6,-,4,21
S01005890,656,650,5,1,2,169,637,-,-,6,2,11
S01005891,590,578,9,3,1,236,572,-,3,-,7,8
S01005892,667,660,6,1,1,205,647,-,-,-,2,18
S01005893,680,668,10,2,2,174,646,1,4,-,9,20
S01005894,710,702,8,-,3,212,670,-,3,2,-,35
S01005895,564,563,-,1,2,118,553,-,4,-,-,7
S01005896,686,682,3,1,1,163,654,-,3,-,1,28
S01005897,710,706,3,1,3,189,690,-,6,-,2,12
S01005898,675,667,8,-,6,150,643,2,2,-,-,28
S01005899,676,659,15,2,1,174,618,-,7,-,2,49
S01005900,587,587,-,-,2,116,576,-,-,3,3,5
S01005901,724,715,9,-,7,139,682,4,2,1,4,31
S01005902,834,827,7,-,-,191,800,-,2,1,-,31
S01005903,938,930,8,-,12,243,895,5,2,3,-,33
S01005904,974,966,6,2,6,230,946,2,6,4,3,13
S01005905,744,734,9,1,7,176,714,2,-,1,7,20
S01005906,802,796,5,1,-,231,763,-,6,1,14,18
S01005907,706,701,4,1,5,158,680,-,4,1,1,20
S01005908,855,845,8,2,3,217,776,-,12,2,12,53
S01005909,497,493,4,-,2,91,490,-,-,-,-,7
S01005910,684,677,6,1,-,124,641,-,4,-,4,35
S01005911,"1,293","1,281",10,2,4,371,"1,223",2,3,-,3,62
S01005912,782,776,5,1,6,161,757,7,1,6,1,10
S01005913,805,796,6,3,1,288,775,-,4,2,5,19
S01005914,929,912,17,-,2,239,894,-,3,6,6,20
S01005915,653,652,1,-,6,192,635,1,3,3,-,11
S01005916,724,720,4,-,4,116,675,3,5,-,-,41
S01005917,845,815,22,8,1,268,783,-,9,2,45,6
S01005918,862,858,3,1,3,238,832,2,9,-,6,13
S01005919,512,511,1,-,5,87,495,4,4,-,-,9
S01005920,837,835,2,-,4,188,818,3,-,5,-,11
S01005921,637,631,5,1,4,146,609,-,3,1,5,19
S01005922,875,873,1,1,6,191,849,2,1,7,-,16
S01005923,659,656,2,1,4,170,632,-,2,-,-,25
S01005924,634,630,4,-,1,133,589,-,2,-,-,43
S01005925,682,678,4,-,4,102,651,2,-,-,2,27
S01005926,962,945,11,6,2,243,905,-,3,3,13,38
S01005927,704,703,-,1,4,196,680,-,5,-,8,11
S01005928,762,736,24,2,1,256,692,-,2,2,49,17
S01005929,737,726,10,1,4,201,703,1,2,2,4,25
S01005930,"1,011","1,003",8,-,8,253,978,3,2,4,2,22
S01005931,718,714,4,-,1,170,712,-,4,-,-,2
S01005932,582,571,8,3,2,206,558,-,4,2,5,13
S01005933,833,830,3,-,1,140,791,-,-,2,-,40
S01005934,673,670,2,1,3,169,658,3,5,-,-,7
S01005935,587,582,4,1,3,153,575,1,1,-,-,10
S01005936,800,789,9,2,1,224,775,-,2,-,9,14
S01005937,596,592,4,-,-,81,564,-,2,-,-,30
S01005938,717,712,5,-,-,212,702,-,1,1,-,13
S01005939,665,657,6,2,1,226,639,-,9,1,6,10
S01005940,756,736,17,3,4,187,700,2,6,1,12,35
S01005941,446,445,-,1,-,71,409,-,-,4,-,33
S01005942,859,851,8,-,3,208,837,1,5,4,1,11
