,All people,England,Northern Ireland,Scotland,Wales,Republic of Ireland,Other EU: Member countries in March 2001 (1),Other EU: Accession countries April 2001 to March 2011,Other countries
S01004009,771,110,0,640,2,3,7,3,6
S01004010,837,234,2,554,5,5,8,9,20
S01004011,1369,154,20,1104,3,7,13,5,63
S01004012,755,72,3,640,4,1,4,1,30
S01004013,537,58,3,448,3,4,9,0,12
S01004014,634,63,10,532,5,1,3,0,20
S01004015,905,109,9,745,4,3,9,0,26
S01004016,598,45,5,534,2,2,4,0,6
S01004017,1014,129,10,810,8,3,7,4,43
S01004018,824,56,5,728,3,5,15,0,12
S01004019,1067,75,6,951,2,1,5,11,16
S01004020,805,73,7,689,2,4,5,5,20
S01004021,1177,68,5,1075,1,2,6,0,20
S01004022,789,77,3,675,4,2,8,1,19
S01004023,556,23,1,522,0,2,1,1,6
S01004024,1077,25,4,1029,1,0,1,3,14
S01004025,858,28,1,823,1,0,0,1,4
S01004026,607,16,1,585,0,1,1,0,3
S01004027,785,13,5,759,0,1,3,0,4
S01004028,739,11,1,722,1,2,0,0,2
S01004029,879,20,2,848,0,3,3,0,3
S01004030,660,19,2,627,0,1,1,0,10
S01004031,577,13,2,554,0,0,1,2,5
S01004032,396,30,0,355,0,1,2,0,8
S01004033,865,25,4,828,2,1,2,0,3
S01004034,736,25,5,687,2,0,6,0,11
S01004035,737,20,3,704,0,3,3,0,4
S01004036,630,19,0,606,1,0,0,0,4
S01004037,660,28,7,615,1,1,0,0,8
S01004038,678,4,5,663,0,2,1,0,3
S01004039,368,13,4,342,0,2,2,0,5
S01004040,642,23,2,598,0,3,3,0,13
S01004041,650,14,3,622,1,1,5,0,4
S01004042,576,22,1,539,0,1,1,3,9
S01004043,730,19,0,700,0,1,3,0,7
S01004044,674,33,0,620,0,7,1,3,10
S01004045,596,13,2,576,0,0,1,0,4
S01004046,541,24,4,507,1,2,0,0,3
S01004047,688,23,2,654,1,1,2,0,5
S01004048,1036,31,3,976,0,2,7,0,17
S01004049,1314,37,11,1244,2,1,4,0,15
S01004050,465,14,2,440,1,1,1,0,6
S01004051,836,18,3,808,1,0,1,2,3
S01004052,538,17,1,509,3,1,2,0,5
S01004053,957,17,0,924,0,2,5,1,8
S01004054,882,13,3,852,0,3,4,0,7
S01004055,557,17,4,524,1,2,1,0,8
S01004056,722,19,2,688,1,2,2,0,8
S01004057,1604,53,4,1511,4,1,8,0,23
S01004058,923,27,0,871,1,2,7,8,7
S01004059,549,18,2,513,0,4,1,5,6
S01004060,468,7,0,459,0,1,0,0,1
S01004061,793,15,1,768,0,2,1,1,5
S01004062,871,19,5,814,1,4,2,3,23
S01004063,610,15,3,585,0,4,1,1,1
S01004064,621,15,3,597,0,1,1,0,4
S01004065,958,26,1,893,1,3,12,3,19
S01004066,560,11,1,539,0,0,0,2,7
S01004067,829,18,2,796,1,0,8,0,4
S01004068,723,16,2,697,3,3,0,0,2
S01004069,448,11,1,428,0,0,3,0,5
S01004070,688,20,4,642,2,4,4,6,6
S01004071,908,18,6,867,0,3,4,1,9
S01004072,1189,42,5,1115,4,3,6,4,10
S01004073,785,17,5,737,0,0,9,10,7
S01004074,872,20,3,838,1,2,1,0,7
S01004075,449,17,1,418,2,1,0,0,10
S01004076,626,10,1,595,3,2,3,3,9
S01004077,842,26,1,801,0,2,4,1,7
S01004078,768,22,0,719,0,6,8,4,9
S01004079,665,22,0,635,1,3,0,0,4
S01004080,821,15,5,789,0,2,0,0,10
S01004081,649,26,1,601,1,0,4,2,14
S01004082,1030,80,3,911,1,5,7,1,22
S01004083,874,22,3,826,4,0,6,0,13
S01004084,905,28,1,849,3,2,6,9,7
S01004085,524,12,3,493,0,2,3,3,8
S01004086,769,13,2,739,0,4,5,1,5
S01004087,455,17,1,421,0,0,4,2,10
S01004088,525,15,0,504,0,1,2,0,3
S01004089,725,11,5,690,0,1,8,0,10
S01004090,315,5,1,304,0,1,2,0,2
S01004091,958,33,4,888,3,2,10,2,16
S01004092,740,29,3,678,1,1,10,4,14
S01004093,547,10,0,508,3,3,6,2,15
S01004094,425,14,1,387,1,1,8,0,13
S01004095,517,20,2,458,1,1,15,1,19
S01004096,645,34,0,584,1,2,5,0,19
S01004097,734,10,0,715,0,0,3,1,5
S01004098,619,13,0,590,2,1,5,1,7
S01004099,788,35,10,714,3,0,4,4,18
S01004100,765,22,4,723,1,4,3,1,7
S01004101,715,26,2,647,3,2,10,10,15
S01004102,771,36,2,705,1,1,4,0,22
S01004103,660,29,1,623,2,0,3,0,2
S01004104,756,23,1,699,0,0,5,4,24
S01004105,842,24,2,802,2,3,1,0,8
S01004106,898,41,8,793,4,8,17,1,26
S01004107,668,22,1,631,0,2,4,1,7
S01004108,800,36,7,731,1,4,4,0,17
S01004109,560,10,2,531,1,3,3,0,10
S01004110,775,33,2,698,0,3,15,4,20
S01004111,798,59,3,711,0,1,4,1,19
S01004112,839,37,7,760,4,1,14,1,15
S01004113,729,24,4,681,3,3,3,1,10
S01004114,643,25,1,598,1,0,4,0,14
S01004115,749,31,2,690,0,2,5,2,17
S01004116,674,27,2,614,5,3,7,1,15
S01004117,748,33,3,676,2,1,6,7,20
S01004118,899,22,5,831,0,1,12,1,27
S01004119,490,20,4,439,6,2,2,0,17
S01004120,706,37,3,628,3,3,4,4,24
S01004121,430,62,7,342,0,3,4,5,7
S01004122,900,119,13,710,2,3,21,5,27
S01004123,928,71,7,810,0,4,7,7,22
S01004124,1039,124,13,861,4,2,18,3,14
S01004125,656,71,4,552,1,1,12,1,14
S01004126,682,61,3,584,3,6,11,3,11
S01004127,860,84,10,736,2,0,11,1,16
S01004128,683,73,2,588,2,1,7,0,10
S01004129,728,53,7,654,0,2,4,1,7
S01004130,514,38,5,448,0,1,6,6,10
S01004131,809,41,6,740,1,1,2,5,13
S01004132,536,32,4,478,0,1,9,5,7
S01004133,820,30,5,770,4,0,4,0,7
S01004134,646,63,5,556,1,2,4,0,15
S01004135,633,33,2,570,5,0,3,2,18
S01004136,623,32,7,551,3,3,12,6,9
S01004137,575,84,0,448,2,3,7,10,21
S01004138,694,34,1,630,3,3,9,4,10
S01004139,561,33,2,513,0,1,6,1,5
S01004140,540,31,2,490,0,0,6,1,10
S01004141,673,28,4,621,0,3,7,4,6
S01004142,540,33,2,479,2,2,6,2,14
S01004143,846,57,2,763,0,2,6,1,15
S01004144,1319,153,10,1084,8,11,10,6,37
S01004145,626,40,2,544,2,2,15,4,17
S01004146,818,70,1,722,1,4,7,5,8
S01004147,709,23,1,658,1,0,5,10,11
S01004148,995,92,5,868,3,1,4,0,22
S01004149,851,37,5,785,0,2,7,6,9
S01004150,609,40,3,532,1,0,3,0,30
S01004151,1023,158,13,729,6,3,30,1,83
S01004152,752,35,3,694,2,2,1,6,9
S01004153,782,37,2,704,1,1,9,11,17
S01004154,625,73,3,529,2,4,3,2,9
S01004155,885,47,4,809,2,4,4,10,5
S01004156,963,49,4,884,0,1,6,6,13
S01004157,581,48,2,495,3,3,5,5,20
S01004158,579,55,6,482,1,5,8,1,21
S01004159,358,16,1,327,0,6,1,4,3
S01004160,646,43,2,582,0,1,7,3,8
S01004161,548,65,6,442,2,5,11,1,16
S01004162,2023,160,13,1735,11,7,16,4,77
S01004163,662,42,1,593,2,1,3,10,10
S01004164,860,52,6,780,0,4,3,0,15
S01004165,969,56,6,865,3,6,7,10,16
S01004166,744,68,5,627,1,0,10,9,24
S01004167,669,40,2,596,3,4,5,6,13
S01004168,621,35,6,546,2,1,2,17,12
S01004169,796,35,0,732,2,3,9,1,14
S01004170,734,29,3,689,5,0,3,1,4
S01004171,633,34,2,577,1,1,7,2,9
S01004172,756,39,1,701,2,2,2,7,2
S01004173,606,28,0,557,1,4,4,1,11
S01004174,728,28,1,685,0,2,3,1,8
S01004175,540,27,1,500,1,0,2,6,3
S01004176,632,53,3,556,0,3,7,2,8
S01004177,494,18,1,456,2,2,4,5,6
S01004178,566,32,5,506,0,1,4,3,15
S01004179,490,24,2,452,3,1,2,0,6
S01004180,900,42,7,832,2,2,5,1,9
S01004181,798,30,2,722,0,4,4,8,28
S01004182,928,43,1,824,2,4,6,28,20
S01004183,1056,75,12,935,2,1,11,3,17
S01004184,782,27,0,741,1,3,2,1,7
S01004185,680,24,1,621,1,0,7,3,23
S01004186,739,25,4,675,1,2,12,0,20
S01004187,696,31,3,645,1,3,1,1,11
S01004188,782,29,6,693,5,3,10,23,13
S01004189,922,64,3,806,3,5,8,2,31
S01004190,821,31,6,738,1,4,5,5,31
S01004191,727,38,5,660,1,2,9,1,11
S01004192,1043,41,4,972,0,1,14,3,8
S01004193,690,35,1,622,5,3,7,7,10
S01004194,739,36,4,670,4,1,4,6,14
S01004195,638,33,2,571,2,0,8,9,13
S01004196,615,23,2,562,0,3,10,5,10
S01004197,697,34,5,640,1,1,3,7,6
S01004198,578,75,1,468,3,3,4,8,16
S01004199,780,43,4,710,0,1,4,6,12
S01004200,719,29,4,669,2,0,4,2,9
S01004201,715,36,2,649,0,3,7,2,16
S01004202,523,26,2,488,0,1,3,0,3
S01004203,955,67,8,839,1,3,6,0,31
S01004204,668,44,4,607,0,2,4,3,4
S01004205,758,27,2,694,1,4,9,10,11
S01004206,636,64,1,527,5,6,11,0,22
S01004207,705,28,4,631,0,2,2,26,12
S01004208,851,49,5,755,1,5,12,8,16
S01004209,605,46,3,528,2,0,6,2,18
S01004210,611,44,2,530,0,2,4,2,27
S01004211,1102,124,24,899,6,3,16,4,26
S01004212,1670,176,9,1368,10,11,13,9,74
S01004213,530,62,1,443,2,1,8,1,12
S01004214,637,64,5,544,3,7,2,1,11
S01004215,615,86,8,490,2,1,11,2,15
S01004216,807,39,3,745,2,1,1,4,12
S01004217,447,13,3,409,0,4,4,5,9
S01004218,802,28,3,750,0,3,4,4,10
S01004219,508,21,0,459,1,2,4,7,14
S01004220,903,88,8,745,5,2,9,12,34
S01004221,783,41,5,718,1,1,4,3,10
S01004222,569,35,2,476,0,5,5,13,33
S01004223,722,36,6,636,1,0,6,24,13
S01004224,684,21,0,632,2,0,10,11,8
S01004225,768,37,7,677,3,3,7,17,17
S01004226,660,30,1,606,1,0,2,10,10
S01004227,1002,68,3,881,2,5,6,14,23
S01004228,842,75,7,725,2,3,8,1,21
S01004229,652,31,2,601,3,0,4,7,4
S01004230,688,20,2,647,3,1,5,1,9
S01004231,707,22,2,652,5,4,7,0,15
S01004232,624,36,1,550,3,5,6,0,23
S01004233,819,242,2,528,10,2,11,4,20
S01004234,988,160,7,766,8,3,20,7,17
S01004235,854,286,4,535,4,3,8,1,13
S01004236,985,157,6,781,3,0,13,8,17
S01004237,682,75,7,574,2,0,13,6,5
S01004238,568,142,1,402,3,0,8,0,12
S01004239,856,117,4,670,2,2,29,14,18
S01004240,802,207,5,556,7,1,6,0,20
S01004241,536,99,3,406,2,2,5,4,15
S01004242,845,262,9,517,6,5,20,3,23
S01004243,699,119,2,550,7,4,3,3,11
S01004244,660,86,4,527,2,2,11,15,13
S01004245,938,167,3,722,5,2,4,8,27
S01004246,635,131,1,468,6,1,8,6,14
S01004247,845,40,3,784,2,3,4,1,8
S01004248,1036,82,3,928,2,2,6,2,11
S01004249,917,81,3,815,2,1,8,3,4
S01004250,1029,92,3,910,1,1,10,1,11
S01004251,907,79,3,792,8,0,6,4,15
S01004252,638,194,4,409,4,2,11,3,11
S01004253,579,78,0,490,1,0,5,0,5
S01004254,725,241,10,401,6,3,26,1,37
S01004255,2886,447,30,2188,28,8,41,111,33
S01004256,1460,383,15,984,17,3,22,6,30
S01004257,621,116,2,468,7,0,9,3,16
S01004258,717,152,5,516,7,4,14,7,12
S01004259,771,176,12,540,8,1,11,6,17
S01004260,513,140,3,339,8,1,3,3,16
S01004261,786,83,7,661,7,0,8,6,14
S01004262,787,203,5,523,5,3,21,11,16
S01004263,764,90,2,630,5,1,14,6,16
S01004264,800,88,3,679,3,0,9,1,17
S01004265,909,157,6,675,7,2,20,34,8
S01004266,545,85,1,418,9,4,5,5,18
S01004267,508,130,4,337,6,6,8,3,14
S01004268,637,107,6,478,5,1,7,21,12
S01004269,838,131,5,662,8,0,7,4,21
S01004270,561,122,3,399,1,2,12,5,17
S01004271,643,119,10,476,5,4,14,2,13
S01004272,565,126,9,395,8,1,13,7,6
S01004273,576,156,5,387,4,4,4,0,16
S01004274,911,303,11,530,9,5,14,2,37
S01004275,584,84,2,475,1,1,4,11,6
S01004276,868,183,10,604,4,1,24,9,33
S01004277,713,61,6,604,4,2,5,11,20
S01004278,1207,223,5,914,11,2,17,19,16
S01004279,819,106,4,675,7,1,12,6,8
S01004280,925,75,7,813,3,2,9,6,10
S01004281,729,120,1,584,2,0,9,6,7
S01004282,880,92,8,720,7,3,12,28,10
S01004283,702,59,2,591,5,4,9,18,14
S01004284,902,92,2,762,2,0,11,19,14
S01004285,474,162,8,250,20,2,15,1,16
S01004286,578,202,12,290,30,1,18,4,21
S01004287,641,81,1,540,4,1,5,3,6
S01004288,665,103,3,502,6,1,9,21,20
S01004289,547,52,3,451,3,1,8,12,17
S01004290,1000,105,7,868,2,1,9,4,4
S01004291,807,55,3,686,4,2,14,28,15
S01004292,988,246,11,647,8,2,27,34,13
S01004293,931,118,6,712,8,5,10,36,36
S01004294,744,120,4,549,7,1,13,17,33
S01004295,855,99,1,656,3,1,16,42,37
S01004296,886,116,5,690,6,6,12,26,25
S01004297,648,91,1,491,4,2,12,41,6
S01004298,1332,280,10,948,22,3,19,13,37
S01004299,520,61,4,385,1,1,15,37,16
S01004300,574,66,5,430,3,0,9,50,11
S01004301,774,178,12,559,1,1,7,2,14
S01004302,674,108,1,537,6,4,4,0,14
S01004303,626,51,4,531,9,2,13,9,7
S01004304,798,83,7,626,6,0,7,41,28
S01004305,647,71,0,518,3,1,17,14,23
S01004306,597,77,0,466,7,0,7,28,12
S01004307,871,381,26,351,15,1,53,1,43
S01004308,965,99,6,807,2,2,11,25,13
S01004309,937,238,9,619,22,3,14,6,26
S01004310,718,96,3,571,5,0,13,12,18
S01004311,1153,128,8,933,13,2,21,33,15
S01004312,700,219,8,371,13,2,27,13,47
S01004313,1298,249,16,939,20,4,26,15,29
S01004314,787,157,7,584,3,0,16,5,15
S01004315,502,86,5,376,8,2,9,0,16
S01004316,536,204,10,259,38,1,10,0,14
S01004317,1149,99,5,1022,3,0,7,6,7
S01004318,527,23,2,493,0,1,1,6,1
S01004319,889,260,3,591,10,0,8,8,9
S01004320,824,49,4,753,2,1,5,1,9
S01004321,777,43,2,715,1,0,2,8,6
S01004322,980,102,0,840,2,4,7,9,16
S01004323,657,56,0,571,4,6,5,10,5
S01004324,803,50,3,725,2,2,7,3,11
S01004325,1054,97,4,878,3,0,19,33,20
S01004326,843,159,2,654,3,3,10,0,12
S01004327,699,74,1,593,5,1,6,8,11
S01004328,607,50,4,534,1,0,7,6,5
S01004329,509,62,0,424,2,0,6,3,12
S01004330,1412,343,9,986,19,5,21,0,29
S01004331,579,90,3,460,4,3,4,1,14
S01004332,631,67,2,551,3,0,2,0,6
S01004333,578,109,1,451,4,1,3,4,5
S01004334,1363,386,12,690,28,3,102,8,134
S01004335,537,98,1,426,3,0,2,4,3
S01004336,1005,266,6,672,13,2,15,3,28
S01004337,748,124,2,589,7,0,10,5,11
S01004338,769,179,5,555,6,3,10,2,9
S01004339,955,232,7,665,8,2,15,3,23
S01004340,537,91,2,418,4,1,9,2,10
S01004341,558,88,5,442,7,1,8,2,5
S01004342,1335,611,31,595,29,6,36,2,25
S01004343,641,104,3,495,12,0,16,3,8
S01004344,746,142,4,547,15,3,14,9,12
S01004345,1160,213,5,878,16,0,28,4,16
S01004346,445,70,1,345,9,2,0,2,16
S01004347,898,176,10,631,18,4,26,3,30
S01004348,637,139,9,443,12,3,17,4,10
S01004349,752,236,1,484,2,1,4,10,14
S01004350,601,195,6,347,4,1,17,9,22
S01004351,532,119,1,397,3,1,4,0,7
S01004352,539,118,4,391,4,1,10,4,7
S01004353,872,143,0,666,0,5,13,13,32
S01004354,514,63,4,427,2,1,11,0,6
S01004355,571,32,2,514,1,3,5,0,14
S01004356,951,37,6,891,3,0,3,5,6
S01004357,820,39,4,749,1,1,2,1,23
S01004358,665,16,10,629,1,1,2,1,5
S01004359,546,20,2,508,0,0,2,6,8
S01004360,637,25,6,598,1,0,0,0,7
S01004361,820,43,2,757,2,0,1,1,14
S01004362,604,14,4,571,0,2,2,1,10
S01004363,980,40,4,914,1,0,6,4,11
S01004364,915,41,7,841,2,3,6,3,12
S01004365,703,31,5,646,2,0,9,3,7
S01004366,589,20,8,551,0,0,6,1,3
S01004367,781,24,8,727,5,1,6,3,7
S01004368,535,16,4,502,0,1,4,3,5
S01004369,697,23,11,651,0,2,6,2,2
S01004370,680,31,1,627,1,0,4,6,10
S01004371,727,42,5,657,1,3,8,1,10
S01004372,905,234,3,617,4,4,2,18,23
S01004373,670,24,0,634,1,3,1,4,3
S01004374,768,34,2,714,1,0,6,3,8
S01004375,624,31,0,585,0,0,0,3,5
S01004376,871,34,1,820,2,1,7,3,3
S01004377,709,39,8,636,0,2,6,1,17
S01004378,913,45,2,844,6,1,5,2,8
S01004379,903,54,3,830,2,1,3,0,10
S01004380,697,38,5,635,2,0,1,1,15
S01004381,781,38,4,722,3,2,6,0,6
S01004382,681,28,1,623,1,2,3,2,21
S01004383,796,27,4,749,0,1,5,4,6
S01004384,662,36,3,603,1,1,6,5,7
S01004385,740,27,2,703,0,0,3,0,5
S01004386,1003,46,11,927,2,0,4,6,7
S01004387,947,30,5,893,0,1,4,0,14
S01004388,700,33,1,655,2,0,4,1,4
S01004389,586,13,2,561,5,0,0,0,5
S01004390,782,40,5,728,0,0,2,0,7
S01004391,555,12,4,517,1,2,4,3,12
S01004392,844,29,1,795,2,2,0,4,11
S01004393,889,29,4,842,1,0,3,3,7
S01004394,799,35,2,745,0,3,4,0,10
S01004395,596,22,4,562,0,1,1,0,6
S01004396,758,49,5,691,5,2,2,1,3
S01004397,907,49,3,836,1,2,2,0,14
S01004398,806,49,6,739,1,2,6,0,3
S01004399,482,23,3,447,0,1,2,0,6
S01004400,548,30,2,511,0,0,2,1,2
S01004401,1079,58,13,977,1,3,1,0,26
S01004402,933,35,7,877,0,1,4,3,6
S01004403,516,44,4,454,1,4,1,1,7
S01004404,734,34,7,656,5,0,3,1,28
S01004405,757,38,1,698,4,1,3,3,9
S01004406,890,37,4,825,5,2,5,0,12
S01004407,656,16,4,626,1,2,1,2,4
S01004408,1402,143,17,1174,7,9,13,0,39
S01004409,459,120,2,317,0,1,3,1,15
S01004410,989,34,8,928,0,2,6,0,11
S01004411,557,40,2,503,2,3,3,0,4
S01004412,1042,58,7,949,3,2,6,2,15
S01004413,717,29,3,666,3,0,6,0,10
S01004414,690,24,6,636,0,0,5,8,11
S01004415,680,23,4,631,1,1,2,4,14
S01004416,763,30,1,720,0,3,2,4,3
S01004417,807,35,4,735,3,2,11,12,5
S01004418,902,47,4,836,2,3,3,0,7
S01004419,821,36,4,762,2,2,4,3,8
S01004420,718,33,6,663,1,4,5,1,5
S01004421,881,40,6,808,1,1,9,1,15
S01004422,594,24,7,537,1,5,6,5,9
S01004423,775,32,5,713,2,2,6,2,13
S01004424,697,34,9,643,4,1,2,0,4
S01004425,576,24,5,533,1,2,2,0,9
S01004426,585,25,5,537,1,0,3,1,13
S01004427,728,17,5,690,0,2,3,10,1
S01004428,888,26,7,826,1,2,5,6,15
S01004429,809,26,10,759,2,3,2,0,7
S01004430,495,15,2,465,0,1,1,8,3
S01004431,666,24,5,623,0,2,2,0,10
S01004432,978,38,4,915,3,0,6,4,8
S01004433,908,42,2,845,1,0,3,4,11
S01004434,815,24,8,761,1,2,1,0,18
S01004435,842,58,12,750,2,1,4,0,15
S01004436,757,38,4,699,1,4,2,2,7
S01004437,901,29,6,849,1,7,4,1,4
S01004438,637,27,6,586,1,3,5,0,9
S01004439,688,27,2,645,1,3,9,1,0
S01004440,736,27,4,691,2,1,4,0,7
S01004441,1333,79,9,1213,2,5,8,3,14
S01004442,848,37,5,779,5,4,7,1,10
S01004443,711,32,12,653,1,2,2,6,3
S01004444,900,26,3,849,0,1,4,0,17
S01004445,898,53,6,820,3,2,7,1,6
S01004446,807,34,4,754,1,5,0,2,7
S01004447,729,31,8,677,0,1,3,2,7
S01004448,546,27,3,506,2,1,2,2,3
S01004449,917,25,6,873,0,1,1,1,10
S01004450,863,42,2,799,1,3,9,1,6
S01004451,855,36,7,794,1,2,4,1,10
S01004452,651,16,6,613,1,3,3,3,6
S01004453,955,43,11,883,4,4,4,0,6
S01004454,1004,31,3,950,2,1,6,0,11
S01004455,826,39,8,759,2,3,5,0,10
S01004456,494,19,2,459,1,2,1,0,10
S01004457,871,34,4,822,1,2,1,1,6
S01004458,825,25,6,775,1,3,6,3,6
S01004459,556,22,8,521,1,0,2,0,2
S01004460,590,42,2,533,1,1,1,0,10
S01004461,577,29,6,532,2,2,2,1,3
S01004462,645,25,3,598,2,3,2,0,12
S01004463,739,30,1,689,0,3,4,0,12
S01004464,839,36,2,787,1,2,3,0,8
S01004465,723,30,4,674,1,1,2,6,5
S01004466,946,53,8,867,3,4,4,0,7
S01004467,916,36,5,856,5,4,4,3,3
S01004468,918,55,12,820,2,5,9,1,14
S01004469,642,24,3,602,1,0,1,2,9
S01004470,737,45,1,655,1,2,8,3,22
S01004471,2067,146,16,1842,6,12,16,3,26
S01004472,690,96,5,530,3,4,13,1,38
S01004473,1103,136,6,920,4,9,4,1,23
S01004474,1048,74,4,941,3,0,5,4,17
S01004475,494,39,2,443,2,1,1,0,6
S01004476,735,97,5,605,3,1,6,2,16
S01004477,1097,115,13,924,4,2,4,0,35
S01004478,590,33,4,540,0,1,2,0,10
S01004479,705,33,10,650,2,1,4,0,5
S01004480,944,32,4,893,1,0,4,1,9
S01004481,829,42,9,759,1,1,5,0,12
S01004482,856,35,2,800,1,3,4,2,9
S01004483,708,46,1,645,0,0,4,0,12
S01004484,1025,41,1,957,1,1,3,3,18
S01004485,542,91,3,419,5,2,10,0,12
S01004486,962,70,8,854,4,2,7,0,17
S01004487,1043,47,7,965,3,3,3,1,14
S01004488,678,19,2,646,2,3,1,1,4
S01004489,923,72,6,824,4,1,5,0,11
S01004490,669,49,5,599,1,2,1,0,12
S01004491,794,37,4,738,0,0,6,1,8
S01004492,921,36,4,864,1,5,1,4,6
S01004493,964,52,7,889,1,1,2,5,7
S01004494,883,41,2,823,3,2,5,3,4
S01004495,696,24,9,646,1,1,5,0,10
S01004496,651,46,10,580,3,2,1,1,8
S01004497,826,34,0,777,1,1,2,0,11
S01004498,702,33,1,652,1,0,7,0,8
S01004499,650,34,4,601,1,2,1,0,7
S01004500,718,110,4,571,6,5,9,0,13
S01004501,721,29,5,662,4,1,3,7,10
S01004502,730,48,4,656,3,2,5,0,12
S01004503,678,45,2,607,4,2,2,2,14
S01004504,694,31,1,651,0,1,5,0,5
S01004505,582,14,7,546,1,0,2,1,11
S01004506,522,16,1,500,0,0,1,0,4
S01004507,706,70,4,604,1,1,12,0,14
S01004508,698,54,3,621,1,2,10,0,7
S01004509,1030,100,7,885,3,4,8,0,23
S01004510,827,79,4,728,3,2,4,0,7
S01004511,964,99,4,811,5,4,14,4,23
S01004512,867,86,3,743,9,4,10,0,12
S01004513,522,38,4,466,2,2,4,0,6
S01004514,596,29,0,539,0,2,11,1,14
S01004515,747,61,6,635,3,5,16,3,18
S01004516,449,36,0,376,3,2,9,3,20
S01004517,737,68,2,623,9,3,14,6,12
S01004518,634,50,2,558,3,3,9,0,9
S01004519,951,69,4,853,0,4,12,3,6
S01004520,914,87,9,771,1,8,20,3,15
S01004521,754,60,6,665,1,1,6,2,13
S01004522,900,95,4,772,6,5,3,0,15
S01004523,733,88,9,607,1,7,5,0,16
S01004524,561,51,2,500,1,2,1,0,4
S01004525,935,125,11,749,7,3,11,1,28
S01004526,682,92,15,542,4,1,4,3,21
S01004527,617,69,6,522,0,2,4,1,13
S01004528,737,14,0,711,0,1,1,6,4
S01004529,852,30,2,809,1,2,1,3,4
S01004530,547,17,2,516,2,0,2,0,8
S01004531,1066,28,6,986,1,2,4,13,26
S01004532,852,34,1,698,0,2,3,107,7
S01004533,441,18,1,346,0,0,5,62,9
S01004534,645,23,2,609,1,1,3,0,6
S01004535,898,36,4,844,0,0,2,10,2
S01004536,680,17,1,646,0,1,1,10,4
S01004537,815,28,4,775,1,2,2,0,3
S01004538,752,20,2,713,0,5,2,2,8
S01004539,716,20,0,685,0,3,1,4,3
S01004540,1238,50,0,1158,1,2,6,11,10
S01004541,840,18,2,806,1,1,2,5,5
S01004542,790,28,0,747,2,2,1,1,9
S01004543,811,30,0,743,1,0,4,13,20
S01004544,1844,56,11,1725,1,5,2,7,37
S01004545,737,32,2,687,2,2,4,1,7
S01004546,858,17,3,827,0,0,2,7,2
S01004547,844,33,3,768,0,5,5,16,14
S01004548,779,16,2,742,1,2,3,6,7
S01004549,2152,82,6,1981,3,1,5,18,56
S01004550,667,19,2,590,2,2,6,32,14
S01004551,1565,37,5,1495,1,2,7,4,14
S01004552,834,20,1,772,0,0,3,11,27
S01004553,534,13,1,488,1,1,1,1,28
S01004554,726,28,3,666,4,2,3,0,20
S01004555,647,14,4,622,1,1,1,0,4
S01004556,674,38,3,607,1,2,5,8,10
S01004557,430,10,0,417,0,0,1,0,2
S01004558,924,24,2,876,0,4,4,5,9
S01004559,954,26,3,886,1,2,7,4,25
S01004560,648,16,4,622,2,1,0,0,3
S01004561,957,38,1,906,0,0,4,3,5
S01004562,547,9,1,522,3,2,0,0,10
S01004563,793,21,0,760,0,0,2,0,10
S01004564,594,35,0,543,2,1,1,6,6
S01004565,902,32,2,845,2,2,2,4,13
S01004566,694,25,1,646,2,1,2,7,10
S01004567,475,22,0,441,0,1,1,1,9
S01004568,695,21,4,653,0,4,3,0,10
S01004569,734,26,0,698,0,0,0,5,5
S01004570,626,27,4,579,2,1,1,0,12
S01004571,635,19,2,594,4,0,2,2,12
S01004572,722,29,1,668,0,1,3,6,14
S01004573,596,21,2,561,0,2,1,0,9
S01004574,487,12,0,467,2,0,1,3,2
S01004575,670,21,4,605,2,1,4,16,17
S01004576,560,20,3,514,3,3,0,1,16
S01004577,617,16,3,569,1,1,8,2,17
S01004578,851,34,6,790,1,0,5,3,12
S01004579,605,12,2,551,0,1,0,29,10
S01004580,827,19,1,795,1,3,0,5,3
S01004581,1240,39,0,1166,0,0,3,19,13
S01004582,580,17,2,544,0,2,1,2,12
S01004583,798,32,2,738,0,1,1,15,9
S01004584,679,25,2,635,0,4,0,2,11
S01004585,552,13,0,528,0,0,2,6,3
S01004586,1060,43,2,964,0,1,3,3,44
S01004587,1217,32,5,1140,1,2,7,22,8
S01004588,628,18,1,600,1,1,3,2,2
S01004589,783,27,1,730,1,3,5,3,13
S01004590,839,29,3,782,5,2,0,4,14
S01004591,558,16,1,532,0,0,2,1,6
S01004592,637,16,4,601,1,0,2,8,5
S01004593,973,34,1,914,0,1,2,9,12
S01004594,491,19,1,459,0,2,6,1,3
S01004595,1030,35,6,966,1,2,3,4,13
S01004596,666,25,1,620,1,4,1,0,14
S01004597,531,14,2,490,1,1,2,8,13
S01004598,678,20,3,645,1,3,1,0,5
S01004599,959,44,15,879,1,1,2,1,16
S01004600,865,20,5,812,4,2,3,8,11
S01004601,895,34,7,823,0,1,9,4,17
S01004602,860,26,3,815,3,0,2,1,10
S01004603,796,27,4,729,1,0,4,17,14
S01004604,554,11,2,510,1,1,4,12,13
S01004605,965,34,3,900,1,0,3,8,16
S01004606,823,23,2,771,3,1,3,7,13
S01004607,560,12,1,512,1,0,0,19,15
S01004608,1562,64,3,1455,2,3,3,8,24
S01004609,569,13,0,545,0,1,0,8,2
