Scotland's Census 2011 - National Records of Scotland
"Table KS401SC - Dwellings, household spaces and accommodation type"
All dwellings; All household spaces
, , , , ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
,All dwellings,All dwellings: Unshared,All dwellings: Shared: Two household spaces,All dwellings: Shared: Three or more household spaces,All household spaces,All household spaces: Occupied,All household spaces: Unoccupied: Second residence/holiday accommodation,All household spaces: Unoccupied: Vacant,All household spaces: Whole house or bungalow: Detached,All household spaces: Whole house or bungalow: Semi-detached,All household spaces: Whole house or bungalow: Terraced (including end-terrace),"All household spaces: Flat, maisonette or apartment: Purpose-built block of flats or tenement","All household spaces: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","All household spaces: Flat, maisonette or apartment: In a commercial building",All household spaces: Caravan or other mobile or temporary structure
S01005257,476,476,-,-,476,460,-,16,32,133,16,276,15,3,1
S01005258,415,415,-,-,415,412,-,3,37,287,54,35,1,1,-
S01005259,263,263,-,-,263,253,-,10,4,15,61,183,-,-,-
S01005260,367,367,-,-,367,367,-,-,7,16,67,275,2,-,-
S01005261,286,286,-,-,286,276,-,10,18,135,67,66,-,-,-
S01005262,622,621,-,1,626,606,1,19,23,60,35,461,46,1,-
S01005263,254,254,-,-,254,250,-,4,21,94,79,59,1,-,-
S01005264,344,344,-,-,344,332,1,11,13,53,97,178,1,2,-
S01005265,319,319,-,-,319,292,-,27,10,37,21,249,2,-,-
S01005266,421,421,-,-,421,415,-,6,10,66,210,130,4,1,-
S01005267,472,472,-,-,472,459,-,13,26,52,200,191,2,1,-
S01005268,875,875,-,-,875,842,-,33,8,25,32,799,8,3,-
S01005269,466,466,-,-,466,462,-,4,43,195,23,204,1,-,-
S01005270,460,460,-,-,460,449,1,10,18,276,103,59,3,1,-
S01005271,209,209,-,-,209,205,-,4,49,136,12,10,2,-,-
S01005272,281,281,-,-,281,268,-,13,10,83,43,144,-,1,-
S01005273,291,291,-,-,291,287,1,3,4,14,223,50,-,-,-
S01005274,461,460,1,-,462,448,-,14,10,19,41,381,11,-,-
S01005275,369,369,-,-,369,357,1,11,4,21,9,321,10,4,-
S01005276,365,365,-,-,365,360,-,5,9,79,168,107,2,-,-
S01005277,264,264,-,-,264,260,-,4,8,15,197,43,-,1,-
S01005278,409,409,-,-,409,402,-,7,7,66,179,155,2,-,-
S01005279,213,213,-,-,213,213,-,-,90,77,40,3,3,-,-
S01005280,415,415,-,-,415,407,-,8,3,26,28,357,1,-,-
S01005281,340,340,-,-,340,333,-,7,21,44,158,109,8,-,-
S01005282,383,383,-,-,383,364,-,19,2,16,21,343,1,-,-
S01005283,312,312,-,-,312,307,2,3,210,52,30,18,2,-,-
S01005284,384,383,1,-,385,372,-,13,3,37,62,271,12,-,-
S01005285,253,253,-,-,253,252,-,1,10,20,208,14,-,-,1
S01005286,323,323,-,-,323,319,-,4,158,113,8,31,10,3,-
S01005287,474,474,-,-,474,459,1,14,89,37,45,303,-,-,-
S01005288,365,365,-,-,365,359,-,6,10,52,177,122,3,1,-
S01005289,496,496,-,-,496,487,-,9,44,80,174,198,-,-,-
S01005290,321,321,-,-,321,309,1,11,28,45,90,146,9,3,-
S01005291,329,329,-,-,329,323,-,6,99,115,85,29,1,-,-
S01005292,371,371,-,-,371,362,-,9,4,18,54,291,3,1,-
S01005293,413,413,-,-,413,397,-,16,3,70,149,183,8,-,-
S01005294,235,235,-,-,235,232,-,3,140,38,3,51,3,-,-
S01005295,284,284,-,-,284,274,-,10,30,42,26,172,3,11,-
S01005296,290,290,-,-,290,289,-,1,203,78,5,3,1,-,-
S01005297,292,292,-,-,292,289,-,3,69,204,9,10,-,-,-
S01005298,395,395,-,-,395,393,-,2,249,71,9,66,-,-,-
S01005299,233,233,-,-,233,229,-,4,5,146,72,10,-,-,-
S01005300,395,395,-,-,395,392,-,3,196,150,25,24,-,-,-
S01005301,320,320,-,-,320,318,-,2,174,112,28,6,-,-,-
S01005302,476,476,-,-,476,470,-,6,6,17,237,215,1,-,-
S01005303,399,399,-,-,399,391,-,8,87,80,78,142,10,2,-
S01005304,297,297,-,-,297,293,-,4,11,159,115,10,2,-,-
S01005305,365,365,-,-,365,360,-,5,4,25,146,188,2,-,-
S01005306,326,326,-,-,326,324,-,2,170,79,55,20,2,-,-
S01005307,341,341,-,-,341,341,-,-,205,118,3,14,1,-,-
S01005308,247,247,-,-,247,240,1,6,6,25,14,200,1,1,-
S01005309,447,447,-,-,447,429,-,18,10,87,118,230,2,-,-
S01005310,556,556,-,-,556,543,-,13,8,52,99,397,-,-,-
S01005311,390,390,-,-,390,385,2,3,49,133,96,109,3,-,-
S01005312,495,495,-,-,495,487,-,8,81,102,106,204,2,-,-
S01005313,370,370,-,-,370,367,-,3,54,154,56,106,-,-,-
S01005314,195,195,-,-,195,192,-,3,171,15,2,5,2,-,-
S01005315,361,361,-,-,361,354,-,7,31,43,64,223,-,-,-
S01005316,389,389,-,-,389,379,-,10,36,125,162,64,2,-,-
S01005317,215,215,-,-,215,212,-,3,36,138,36,4,-,-,1
S01005318,274,274,-,-,274,273,-,1,33,87,36,114,4,-,-
S01005319,242,242,-,-,242,242,-,-,37,128,44,31,2,-,-
S01005320,287,287,-,-,287,278,1,8,62,66,105,49,5,-,-
S01005321,306,306,-,-,306,301,-,5,45,83,13,152,12,1,-
S01005322,828,828,-,-,828,797,3,28,69,225,225,303,4,1,1
S01005323,389,389,-,-,389,384,-,5,29,90,31,229,8,2,-
S01005324,429,429,-,-,429,425,-,4,13,37,144,229,5,1,-
S01005325,"1,253","1,253",-,-,"1,253","1,096",7,150,87,106,149,898,7,6,-
S01005326,470,470,-,-,470,452,1,17,10,46,96,314,4,-,-
S01005327,295,295,-,-,295,292,-,3,4,49,47,194,1,-,-
S01005328,518,518,-,-,518,506,-,12,5,16,9,464,8,16,-
S01005329,271,271,-,-,271,249,-,22,140,45,24,46,15,-,1
S01005330,351,351,-,-,351,344,-,7,6,70,121,147,4,3,-
S01005331,388,387,1,-,389,382,-,7,3,68,32,279,6,1,-
S01005332,253,253,-,-,253,252,-,1,29,170,4,49,-,1,-
S01005333,318,318,-,-,318,316,-,2,166,116,30,4,2,-,-
S01005334,456,456,-,-,456,455,-,1,99,194,109,54,-,-,-
S01005335,187,187,-,-,187,187,-,-,85,90,8,4,-,-,-
S01005336,240,240,-,-,240,239,-,1,56,66,105,13,-,-,-
S01005337,326,326,-,-,326,322,1,3,178,85,35,28,-,-,-
S01005338,176,176,-,-,176,175,-,1,140,28,5,3,-,-,-
S01005339,320,320,-,-,320,318,-,2,14,50,224,32,-,-,-
S01005340,213,213,-,-,213,211,-,2,95,32,47,38,-,1,-
S01005341,282,282,-,-,282,278,1,3,10,45,214,13,-,-,-
S01005342,310,310,-,-,310,309,-,1,12,43,239,16,-,-,-
S01005343,346,346,-,-,346,340,1,5,94,105,139,7,1,-,-
S01005344,316,316,-,-,316,311,-,5,14,22,241,37,-,2,-
S01005345,264,264,-,-,264,262,-,2,121,56,83,4,-,-,-
S01005346,271,271,-,-,271,270,-,1,154,99,14,4,-,-,-
S01005347,278,278,-,-,278,273,-,5,94,101,55,28,-,-,-
S01005348,408,408,-,-,408,403,-,5,71,76,148,113,-,-,-
S01005349,320,320,-,-,320,317,-,3,38,118,141,23,-,-,-
S01005350,286,286,-,-,286,282,-,4,135,117,7,18,9,-,-
S01005351,492,492,-,-,492,459,1,32,162,122,72,122,14,-,-
S01005352,407,407,-,-,407,401,-,6,19,35,321,31,1,-,-
S01005353,464,464,-,-,464,457,-,7,22,70,274,97,1,-,-
S01005354,333,333,-,-,333,329,1,3,100,179,43,10,1,-,-
S01005355,323,323,-,-,323,318,-,5,10,31,196,86,-,-,-
S01005356,287,287,-,-,287,282,-,5,83,175,23,6,-,-,-
S01005357,401,401,-,-,401,385,-,16,8,35,222,133,3,-,-
S01005358,374,374,-,-,374,367,-,7,47,117,106,103,1,-,-
S01005359,340,340,-,-,340,336,-,4,96,179,59,5,-,1,-
S01005360,308,308,-,-,308,304,-,4,106,180,12,10,-,-,-
S01005361,380,380,-,-,380,375,1,4,259,62,13,16,30,-,-
S01005362,439,439,-,-,439,385,29,25,80,160,157,30,8,4,-
S01005363,362,362,-,-,362,293,40,29,287,50,8,10,3,-,4
S01005364,483,483,-,-,483,399,53,31,308,107,48,11,5,3,1
S01005365,405,405,-,-,405,341,42,22,304,71,17,5,5,1,2
S01005366,304,304,-,-,304,301,-,3,97,86,71,48,1,1,-
S01005367,471,471,-,-,471,454,-,17,11,22,44,383,9,2,-
S01005368,360,360,-,-,360,331,-,29,16,22,57,250,14,1,-
S01005369,638,638,-,-,638,583,17,38,19,41,114,403,30,31,-
S01005370,420,420,-,-,420,397,5,18,121,58,65,135,24,17,-
S01005371,460,460,-,-,460,451,2,7,91,111,120,129,9,-,-
S01005372,566,566,-,-,566,513,4,49,16,32,99,382,14,23,-
S01005373,427,427,-,-,427,406,2,19,61,38,38,267,16,7,-
S01005374,564,564,-,-,564,512,7,45,26,47,46,413,30,2,-
S01005375,451,451,-,-,451,445,-,6,85,121,75,164,5,1,-
S01005376,496,496,-,-,496,479,4,13,108,90,81,185,32,-,-
S01005377,420,420,-,-,420,407,-,13,10,113,132,161,3,1,-
S01005378,335,335,-,-,335,324,-,11,18,134,93,89,1,-,-
S01005379,414,414,-,-,414,402,1,11,39,77,144,149,5,-,-
S01005380,300,300,-,-,300,297,-,3,9,192,84,15,-,-,-
S01005381,281,281,-,-,281,275,-,6,17,175,52,37,-,-,-
S01005382,315,315,-,-,315,306,-,9,20,198,79,17,1,-,-
S01005383,291,291,-,-,291,250,31,10,185,61,19,16,8,1,1
S01005384,438,438,-,-,438,396,25,17,313,80,20,6,18,1,-
S01005385,475,475,-,-,475,427,25,23,280,109,76,7,1,-,2
S01005386,334,334,-,-,334,320,8,6,99,140,64,19,12,-,-
S01005387,411,411,-,-,411,402,-,9,17,202,127,63,2,-,-
S01005388,343,343,-,-,343,337,1,5,118,93,36,93,1,2,-
S01005389,494,494,-,-,494,453,12,29,53,30,78,279,26,28,-
S01005390,385,385,-,-,385,373,3,9,22,113,138,104,7,1,-
S01005391,367,367,-,-,367,350,4,13,94,73,22,161,11,6,-
S01005392,457,457,-,-,457,381,56,20,201,114,125,10,5,2,-
S01005393,456,456,-,-,456,403,23,30,245,143,59,7,1,-,1
S01005394,420,420,-,-,420,365,52,3,260,80,63,11,6,-,-
S01005395,431,431,-,-,431,411,12,8,296,95,21,10,6,2,1
S01005396,361,361,-,-,361,324,25,12,259,65,18,13,4,1,1
S01005397,336,336,-,-,336,293,21,22,82,137,102,10,1,4,-
S01005398,448,448,-,-,448,437,3,8,134,175,77,47,12,3,-
S01005399,537,535,2,-,539,517,1,21,67,86,163,157,30,36,-
S01005400,499,499,-,-,499,472,2,25,68,84,238,96,12,1,-
S01005401,437,437,-,-,437,424,3,10,81,115,72,157,12,-,-
S01005402,535,535,-,-,535,506,2,27,139,105,58,206,25,2,-
S01005403,427,427,-,-,427,423,2,2,42,63,161,151,10,-,-
S01005404,496,496,-,-,496,445,21,30,282,104,83,17,8,-,2
S01005405,278,278,-,-,278,268,1,9,100,88,42,42,4,2,-
S01005406,276,276,-,-,276,269,-,7,55,129,81,10,1,-,-
S01005407,670,670,-,-,670,625,27,18,358,156,120,8,4,-,24
S01005408,306,306,-,-,306,296,2,8,44,92,76,80,13,1,-
S01005409,329,329,-,-,329,321,2,6,61,178,58,30,1,1,-
S01005410,498,498,-,-,498,450,27,21,226,123,119,26,2,2,-
S01005411,486,486,-,-,486,456,3,27,213,155,55,58,3,2,-
S01005412,489,489,-,-,489,462,7,20,128,157,36,126,20,22,-
S01005413,623,623,-,-,623,551,17,55,45,57,76,355,33,57,-
S01005414,521,521,-,-,521,465,25,31,155,184,70,64,35,12,1
S01005415,521,521,-,-,521,492,-,29,159,119,98,137,7,1,-
S01005416,530,530,-,-,530,515,1,14,24,112,75,316,1,2,-
S01005417,504,504,-,-,504,492,1,11,235,111,66,92,-,-,-
S01005418,574,574,-,-,574,538,18,18,299,106,49,64,52,3,1
S01005419,351,351,-,-,351,344,-,7,11,217,53,70,-,-,-
S01005420,321,321,-,-,321,316,-,5,36,209,71,3,-,2,-
S01005421,379,379,-,-,379,371,-,8,17,83,230,49,-,-,-
S01005422,412,412,-,-,412,398,1,13,102,114,30,155,10,-,1
S01005423,417,417,-,-,417,414,1,2,46,216,139,15,-,1,-
S01005424,374,374,-,-,374,369,-,5,152,81,22,96,23,-,-
S01005425,505,505,-,-,505,479,-,26,21,56,109,315,3,1,-
S01005426,383,383,-,-,383,377,-,6,25,57,102,195,3,1,-
S01005427,449,449,-,-,449,436,1,12,30,42,46,305,20,6,-
S01005428,506,506,-,-,506,493,-,13,61,59,234,149,2,1,-
S01005429,413,413,-,-,413,401,1,11,40,28,38,242,41,24,-
S01005430,284,284,-,-,284,266,1,17,64,102,41,69,7,1,-
S01005431,319,319,-,-,319,305,-,14,17,120,77,102,-,3,-
S01005432,391,391,-,-,391,371,1,19,7,78,79,200,25,2,-
S01005433,471,471,-,-,471,449,-,22,18,65,64,303,21,-,-
S01005434,492,492,-,-,492,450,1,41,20,27,62,298,47,38,-
S01005435,564,564,-,-,564,536,14,14,180,87,61,215,19,2,-
S01005436,501,501,-,-,501,463,-,38,111,72,95,196,25,2,-
S01005437,460,460,-,-,460,432,1,27,127,83,71,144,35,-,-
S01005438,355,355,-,-,355,340,1,14,19,83,158,91,3,1,-
S01005439,384,384,-,-,384,366,5,13,43,74,59,191,16,1,-
S01005440,581,581,-,-,581,536,34,11,270,140,153,10,8,-,-
S01005441,516,516,-,-,516,482,1,33,64,92,114,205,40,1,-
S01005442,823,823,-,-,823,764,41,18,488,143,134,42,14,2,-
S01005443,572,572,-,-,572,540,15,17,247,54,57,178,24,11,1
S01005444,575,575,-,-,575,543,12,20,344,144,66,9,12,-,-
S01005445,472,472,-,-,472,461,2,9,165,134,73,76,20,4,-
S01005446,364,364,-,-,364,348,1,15,32,143,125,53,5,6,-
S01005447,392,392,-,-,392,388,1,3,159,64,116,52,1,-,-
S01005448,364,364,-,-,364,355,4,5,151,74,117,19,1,1,1
S01005449,442,442,-,-,442,402,19,21,300,81,48,4,4,4,1
S01005450,642,642,-,-,642,611,7,24,172,125,146,174,15,10,-
S01005451,433,433,-,-,433,415,11,7,151,143,84,28,27,-,-
S01005452,391,391,-,-,391,379,9,3,248,80,53,2,8,-,-
S01005453,389,389,-,-,389,366,8,15,90,149,111,28,3,8,-
S01005454,526,525,1,-,527,475,23,29,97,63,64,259,26,18,-
S01005455,558,558,-,-,558,508,10,40,58,98,76,247,48,31,-
S01005456,423,423,-,-,423,399,9,15,34,137,54,174,21,3,-
S01005457,485,485,-,-,485,457,10,18,37,130,67,246,5,-,-
S01005458,344,344,-,-,344,333,-,11,74,78,11,178,3,-,-
S01005459,411,411,-,-,411,383,18,10,268,98,22,9,12,2,-
S01005460,392,392,-,-,392,367,16,9,153,121,102,12,2,2,-
S01005461,390,390,-,-,390,329,33,28,160,107,114,5,4,-,-
S01005462,535,535,-,-,535,480,33,22,289,155,86,5,-,-,-
S01005463,272,272,-,-,272,260,5,7,94,97,36,29,14,2,-
S01005464,311,311,-,-,311,294,8,9,87,105,75,39,2,1,2
S01005465,298,298,-,-,298,277,1,20,66,105,101,4,9,13,-
S01005466,521,521,-,-,521,466,25,30,298,122,66,20,11,-,4
S01005467,247,247,-,-,247,233,2,12,122,61,37,24,2,1,-
S01005468,421,421,-,-,421,385,22,14,274,78,45,19,2,1,2
S01005469,485,485,-,-,485,419,33,33,223,135,108,12,5,2,-
S01005470,347,347,-,-,347,335,1,11,159,56,56,66,6,4,-
S01005471,308,307,-,1,310,301,6,3,187,43,67,8,3,2,-
S01005472,600,600,-,-,600,557,31,12,425,100,62,9,2,-,2
S01005473,470,470,-,-,470,433,24,13,218,137,92,14,8,1,-
S01005474,470,470,-,-,470,457,1,12,118,123,78,132,10,9,-
S01005475,440,440,-,-,440,382,42,16,287,96,48,5,1,-,3
S01005476,370,370,-,-,370,347,10,13,267,59,30,3,9,1,1
S01005477,370,370,-,-,370,364,-,6,57,241,35,22,7,8,-
S01005478,398,398,-,-,398,386,2,10,71,82,97,138,9,1,-
S01005479,277,277,-,-,277,269,2,6,92,52,82,46,5,-,-
S01005480,644,644,-,-,644,576,41,27,417,121,76,18,10,1,1
S01005481,282,282,-,-,282,276,3,3,49,125,80,22,5,1,-
S01005482,334,334,-,-,334,297,27,10,187,84,55,7,1,-,-
S01005483,465,465,-,-,465,400,46,19,239,118,83,15,4,5,1
S01005484,263,263,-,-,263,245,2,16,96,75,71,8,12,1,-
S01005485,387,387,-,-,387,365,15,7,53,195,128,11,-,-,-
S01005486,439,439,-,-,439,428,1,10,113,72,101,142,9,1,1
S01005487,443,443,-,-,443,400,29,14,82,51,106,150,31,22,1
S01005488,336,336,-,-,336,329,5,2,35,92,201,4,3,1,-
S01005489,507,507,-,-,507,428,67,12,209,186,79,8,6,1,18
S01005490,370,370,-,-,370,312,50,8,194,94,65,16,1,-,-
S01005491,463,463,-,-,463,370,81,12,199,122,98,28,14,1,1
S01005492,447,447,-,-,447,407,15,25,368,65,6,3,5,-,-
S01005493,335,335,-,-,335,306,8,21,281,48,3,2,-,-,1
S01005494,352,352,-,-,352,339,4,9,264,74,11,-,3,-,-
S01005495,322,322,-,-,322,307,6,9,250,58,9,2,2,1,-
S01005496,453,453,-,-,453,437,7,9,333,106,7,2,3,-,2
S01005497,340,340,-,-,340,338,2,-,300,29,8,1,2,-,-
S01005498,467,466,-,1,470,448,13,9,191,162,42,54,17,4,-
S01005499,283,283,-,-,283,276,5,2,84,52,137,6,3,-,1
S01005500,311,311,-,-,311,306,2,3,94,192,18,6,1,-,-
S01005501,454,454,-,-,454,447,3,4,225,120,14,61,8,1,25
S01005502,438,438,-,-,438,418,8,12,191,105,61,64,15,2,-
S01005503,290,290,-,-,290,279,-,11,75,113,35,61,6,-,-
S01005504,338,338,-,-,338,312,8,18,45,148,52,59,21,12,1
S01005505,304,304,-,-,304,287,3,14,21,138,119,22,1,1,2
S01005506,455,453,1,1,461,432,8,21,66,120,64,145,47,19,-
S01005507,290,289,-,1,296,274,2,20,51,98,31,66,39,11,-
S01005508,375,375,-,-,375,359,10,6,51,200,17,88,18,-,1
S01005509,265,265,-,-,265,258,-,7,174,74,3,12,1,-,1
S01005510,291,291,-,-,291,274,1,16,255,23,-,1,4,6,2
S01005511,266,266,-,-,266,250,11,5,241,20,2,2,1,-,-
S01005512,325,325,-,-,325,311,4,10,249,48,4,8,16,-,-
S01005513,351,351,-,-,351,335,9,7,220,109,11,5,2,3,1
S01005514,270,270,-,-,270,260,1,9,212,46,10,2,-,-,-
S01005515,222,222,-,-,222,203,10,9,151,58,11,1,-,1,-
S01005516,242,242,-,-,242,216,17,9,184,45,9,3,1,-,-
S01005517,440,440,-,-,440,410,16,14,251,125,52,8,3,1,-
S01005518,456,456,-,-,456,420,18,18,309,111,31,3,2,-,-
S01005519,328,328,-,-,328,281,13,34,249,63,6,9,-,1,-
S01005520,473,473,-,-,473,419,44,10,371,78,10,8,1,2,3
S01005521,428,428,-,-,428,341,50,37,263,132,28,4,-,-,1
S01005522,335,335,-,-,335,299,24,12,143,71,88,31,1,1,-
S01005523,442,442,-,-,442,343,80,19,246,115,73,6,-,-,2
S01005524,376,376,-,-,376,313,52,11,224,85,35,11,3,8,10
S01005525,299,299,-,-,299,286,5,8,86,34,173,4,2,-,-
S01005526,307,307,-,-,307,300,5,2,12,23,189,83,-,-,-
S01005527,250,250,-,-,250,237,2,11,6,60,105,78,-,1,-
S01005528,334,334,-,-,334,286,35,13,42,95,143,44,10,-,-
S01005529,432,432,-,-,432,414,1,17,93,113,170,56,-,-,-
S01005530,315,315,-,-,315,307,1,7,12,50,108,144,-,1,-
S01005531,323,323,-,-,323,277,34,12,49,42,156,50,6,19,1
S01005532,442,442,-,-,442,392,29,21,35,64,184,103,30,26,-
S01005533,373,373,-,-,373,352,14,7,147,81,48,90,5,1,1
S01005534,346,346,-,-,346,305,16,25,25,49,156,93,5,16,2
S01005535,379,379,-,-,379,362,14,3,91,100,143,40,3,1,1
S01005536,415,415,-,-,415,387,22,6,204,101,87,22,-,1,-
S01005537,398,398,-,-,398,325,63,10,136,114,64,74,7,1,2
S01005538,372,372,-,-,372,346,11,15,150,89,102,28,-,3,-
S01005539,457,457,-,-,457,402,48,7,210,108,101,21,16,-,1
S01005540,365,365,-,-,365,345,6,14,27,91,143,100,1,3,-
S01005541,328,328,-,-,328,311,6,11,15,36,139,118,7,13,-
S01005542,344,344,-,-,344,336,1,7,41,151,74,76,2,-,-
S01005543,372,372,-,-,372,355,2,15,88,84,73,109,11,7,-
S01005544,344,344,-,-,344,334,4,6,32,58,42,208,4,-,-
S01005545,494,494,-,-,494,481,-,13,238,108,117,28,1,2,-
S01005546,338,338,-,-,338,313,8,17,166,105,56,3,6,1,1
S01005547,443,443,-,-,443,423,12,8,218,132,65,27,1,-,-
S01005548,491,491,-,-,491,475,4,12,390,64,16,17,4,-,-
S01005549,628,628,-,-,628,613,3,12,326,133,127,28,9,4,1
S01005550,262,262,-,-,262,246,10,6,236,7,13,3,3,-,-
S01005551,391,391,-,-,391,380,8,3,372,13,2,3,1,-,-
S01005552,308,308,-,-,308,300,-,8,292,8,3,3,2,-,-
S01005553,342,342,-,-,342,330,4,8,277,31,17,5,10,2,-
S01005554,306,306,-,-,306,301,-,5,246,55,4,1,-,-,-
S01005555,333,333,-,-,333,322,5,6,301,23,3,2,4,-,-
S01005556,305,305,-,-,305,301,3,1,141,156,4,4,-,-,-
S01005557,288,288,-,-,288,286,-,2,18,30,235,5,-,-,-
S01005558,324,324,-,-,324,317,1,6,223,94,5,1,-,1,-
S01005559,258,258,-,-,258,255,2,1,15,19,181,42,1,-,-
S01005560,273,273,-,-,273,256,6,11,20,37,162,53,1,-,-
S01005561,364,364,-,-,364,354,1,9,232,95,14,23,-,-,-
S01005562,425,425,-,-,425,397,12,16,359,13,12,34,6,1,-
S01005563,393,393,-,-,393,386,1,6,14,85,204,90,-,-,-
S01005564,358,358,-,-,358,352,-,6,262,48,15,26,7,-,-
S01005565,247,247,-,-,247,242,-,5,216,21,8,2,-,-,-
S01005566,262,262,-,-,262,252,-,10,51,75,52,84,-,-,-
S01005567,508,508,-,-,508,492,3,13,127,95,147,135,4,-,-
S01005568,257,257,-,-,257,250,3,4,45,34,121,57,-,-,-
S01005569,283,283,-,-,283,271,1,11,181,74,26,2,-,-,-
S01005570,322,322,-,-,322,316,1,5,31,159,123,3,6,-,-
S01005571,264,264,-,-,264,261,-,3,117,136,9,2,-,-,-
S01005572,344,344,-,-,344,333,5,6,114,157,20,32,21,-,-
S01005573,310,310,-,-,310,307,-,3,44,119,134,13,-,-,-
S01005574,377,377,-,-,377,368,-,9,19,186,165,6,-,1,-
S01005575,285,285,-,-,285,283,-,2,105,171,6,3,-,-,-
S01005576,353,352,1,-,354,349,2,3,87,177,14,56,19,-,1
S01005577,401,401,-,-,401,384,10,7,103,113,33,72,80,-,-
S01005578,428,428,-,-,428,422,2,4,57,154,208,9,-,-,-
S01005579,398,398,-,-,398,368,6,24,218,94,64,18,-,1,3
S01005580,280,280,-,-,280,268,6,6,107,54,13,78,26,2,-
S01005581,374,374,-,-,374,371,-,3,118,123,30,96,7,-,-
S01005582,379,379,-,-,379,366,7,6,35,79,84,104,77,-,-
S01005583,312,312,-,-,312,300,9,3,183,35,30,64,-,-,-
S01005584,221,221,-,-,221,218,-,3,181,29,7,4,-,-,-
S01005585,612,611,-,1,615,570,6,39,28,59,9,459,21,39,-
S01005586,495,493,1,1,499,439,42,18,18,39,77,272,76,17,-
S01005587,431,431,-,-,431,425,-,6,3,186,227,15,-,-,-
S01005588,414,414,-,-,414,409,-,5,27,82,29,274,1,-,1
S01005589,896,895,1,-,897,758,110,29,32,46,75,621,86,37,-
S01005590,521,520,-,1,524,490,12,22,10,19,24,455,12,4,-
S01005591,467,466,-,1,470,454,7,9,9,194,133,129,4,1,-
S01005592,286,286,-,-,286,245,8,33,6,13,5,260,1,1,-
S01005593,323,323,-,-,323,314,-,9,39,191,84,9,-,-,-
S01005594,649,648,-,1,652,606,16,30,9,19,33,542,14,34,1
S01005595,366,366,-,-,366,343,4,19,16,174,67,109,-,-,-
S01005596,241,241,-,-,241,231,6,4,6,99,62,72,-,2,-
S01005597,525,525,-,-,525,515,1,9,22,144,47,307,5,-,-
S01005598,623,623,-,-,623,553,33,37,13,23,39,531,7,10,-
S01005599,304,304,-,-,304,282,15,7,30,95,56,120,2,1,-
S01005600,380,380,-,-,380,360,13,7,12,75,26,266,1,-,-
S01005601,320,320,-,-,320,315,-,5,14,108,32,166,-,-,-
S01005602,333,333,-,-,333,308,17,8,6,79,72,172,1,3,-
S01005603,284,283,1,-,285,277,3,5,14,169,80,22,-,-,-
S01005604,232,232,-,-,232,217,8,7,8,47,66,110,1,-,-
S01005605,496,496,-,-,496,483,5,8,22,91,205,176,2,-,-
S01005606,318,318,-,-,318,306,2,10,6,50,61,184,16,1,-
S01005607,322,322,-,-,322,316,-,6,12,107,91,110,2,-,-
S01005608,385,385,-,-,385,381,-,4,29,229,49,78,-,-,-
S01005609,421,421,-,-,421,410,-,11,67,94,18,239,3,-,-
S01005610,264,264,-,-,264,256,-,8,24,109,67,63,1,-,-
S01005611,323,323,-,-,323,304,15,4,25,45,23,230,-,-,-
S01005612,336,336,-,-,336,335,-,1,59,195,54,27,-,1,-
S01005613,407,407,-,-,407,399,-,8,46,143,45,172,1,-,-
S01005614,320,320,-,-,320,312,1,7,77,138,66,39,-,-,-
S01005615,493,493,-,-,493,482,1,10,22,119,63,281,6,2,-
S01005616,304,304,-,-,304,301,-,3,47,168,61,24,1,3,-
S01005617,336,336,-,-,336,334,-,2,32,121,168,13,1,1,-
S01005618,329,329,-,-,329,319,1,9,27,78,124,96,1,3,-
S01005619,237,237,-,-,237,234,-,3,105,67,50,15,-,-,-
S01005620,249,249,-,-,249,241,-,8,79,59,34,66,6,5,-
S01005621,293,293,-,-,293,286,-,7,64,102,8,119,-,-,-
S01005622,407,407,-,-,407,400,-,7,150,197,40,19,-,1,-
S01005623,349,349,-,-,349,342,-,7,75,96,108,69,1,-,-
S01005624,370,370,-,-,370,360,6,4,150,144,30,26,19,1,-
S01005625,389,388,1,-,390,385,1,4,106,170,88,18,6,1,1
S01005626,342,342,-,-,342,337,-,5,15,163,117,46,1,-,-
S01005627,291,291,-,-,291,285,-,6,107,146,14,23,-,1,-
S01005628,492,492,-,-,492,476,1,15,111,102,128,120,6,2,23
S01005629,344,344,-,-,344,334,1,9,166,140,11,24,3,-,-
S01005630,292,292,-,-,292,279,-,13,52,69,92,68,5,6,-
S01005631,326,326,-,-,326,315,1,10,81,93,108,37,-,1,6
S01005632,280,280,-,-,280,270,3,7,39,96,44,86,5,10,-
S01005633,364,364,-,-,364,349,1,14,41,72,115,131,4,1,-
S01005634,347,347,-,-,347,341,-,6,83,163,75,22,4,-,-
S01005635,361,361,-,-,361,345,13,3,64,123,50,80,44,-,-
S01005636,416,416,-,-,416,406,2,8,101,227,33,44,10,1,-
S01005637,464,464,-,-,464,454,1,9,128,93,172,67,4,-,-
S01005638,512,512,-,-,512,496,7,9,93,94,78,221,21,5,-
S01005639,313,313,-,-,313,299,1,13,25,142,90,53,2,1,-
S01005640,305,305,-,-,305,294,1,10,123,95,56,22,9,-,-
S01005641,465,465,-,-,465,442,1,22,181,107,91,81,3,-,2
S01005642,328,328,-,-,328,315,10,3,173,87,8,23,37,-,-
S01005643,291,291,-,-,291,281,1,9,37,148,21,48,37,-,-
S01005644,281,281,-,-,281,271,2,8,209,56,5,11,-,-,-
